Mkt Al	Orig	Dest	Miles	Mon	Tue	Wed	Thu	Fri	Sat	Sun	Ops/Week	Seats	Seats/ Dep	ASMs
AA	ORF	CLT	289	6	6	6	8	6	6	8	46	6041	131.326	1745849
AA	ORF	DCA	142	3	3	3	3	3	3	3	21	1442	68.667	204764
AA	ORF	DFW	1213	2	2	2	3	2	2	3	16	2752	172	3338176
AA	ORF	JFK	289	2	2	2	2	2	2	2	14	1064	76	307496
AA	ORF	LGA	296	3	3	3	3	3	1	3	19	1301	68.474	385096
AA	ORF	MIA	802	2	2	2	2	2	2	2	14	1736	124	1392272
AA	ORF	ORD	717	3	3	3	3	3	3	3	21	1519	72.333	1089123
AA	ORF	PHL	211	4	4	4	4	4	4	4	28	1764	63	372204
AA	ORH	PHL	242	1	1	1	1	1	1	1	7	350	50	84700
AA	PBI	CLT	590	4	4	4	6	4	5	6	33	6240	189.091	3681600
AA	PBI	DCA	857	4	4	4	4	4	2	4	26	3460	133.077	2965220
AA	PBI	DFW	1103	4	4	3	5	4	4	5	29	5150	177.586	5680450
AA	PBI	LGA	1035	2	2	2	2	2	1	2	13	2236	172	2314260
AA	PBI	ORD	1144	3	2	2	3	3	3	3	19	3268	172	3738592
AA	PBI	PHL	951	3	3	3	3	3	3	3	21	3846	183.143	3657546
AA	PDX	CLT	2282	1	1	1	1	1	1	1	7	1330	190	3035060
AA	PDX	DFW	1616	5	5	3	5	5	5	5	33	6312	191.273	10200192
AA	PDX	LAX	834	2	1	1	1	2	1	2	10	650	65	542100
AA	PDX	MIA	2700	1	1	1	1	1	1	1	7	1372	196	3704400
AA	PDX	ORD	1739	1	1	1	1	1	1	1	7	1204	172	2093756
AA	PDX	PHX	1009	3	2	3	3	3	3	3	20	2868	143.4	2893812
AA	PGV	CLT	202	3	3	3	3	3	2	3	20	1000	50	202000
AA	PHF	CLT	281	4	4	4	4	4	4	4	28	1400	50	393400
AA	PHL	ALB	212	4	4	4	4	4	4	4	28	1400	50	296800
AA	PHL	AMS	3737	1	0	1	1	1	1	1	6	1404	234	5246748
AA	PHL	ART	287	2	2	2	2	2	2	2	14	700	50	200900
AA	PHL	ATH	5035	1	1	1	1	1	1	1	7	1638	234	8247330
AA	PHL	ATL	665	5	4	4	5	5	3	5	31	2720	87.742	1808800
AA	PHL	AUA	1911	1	1	1	1	1	2	1	8	1520	190	2904720
AA	PHL	AUS	1430	4	4	4	4	4	3	4	27	3610	133.704	5162300
AA	PHL	AVL	503	1	1	1	1	1	1	1	7	350	50	176050
AA	PHL	BCN	3925	1	1	1	1	1	1	1	7	1638	234	6429150
AA	PHL	BDL	196	4	4	4	4	4	4	4	28	1946	69.5	381416
AA	PHL	BGI	2080	0	0	0	0	0	1	0	1	150	150	312000
AA	PHL	BGR	473	3	2	3	3	3	3	3	20	1156	57.8	546788
AA	PHL	BHM	772	1	1	1	1	1	1	1	7	532	76	410704
AA	PHL	BNA	675	4	4	4	4	4	3	4	27	2860	105.926	1930500
AA	PHL	BOS	280	8	6	6	8	8	5	8	49	7068	144.245	1979040
AA	PHL	BTV	335	3	3	3	3	3	3	3	21	1596	76	534660
AA	PHL	BUF	279	3	3	3	3	3	3	3	21	1232	58.667	343728
AA	PHL	CAE	522	2	2	2	2	2	2	2	14	700	50	365400
AA	PHL	CDG	3729	1	1	1	1	1	1	1	7	1638	234	6108102
AA	PHL	CHS	550	3	3	3	3	3	3	3	21	2190	104.286	1204500
AA	PHL	CLE	363	3	3	3	3	3	3	3	21	1232	58.667	447216
AA	PHL	CLT	447	8	8	8	8	8	8	8	56	9754	174.179	4360038
AA	PHL	CMH	405	3	3	3	3	3	3	3	21	2168	103.238	878040
AA	PHL	CUN	1468	3	2	2	3	3	3	3	19	3610	190	5299480
AA	PHL	CVG	506	4	3	4	4	4	4	4	27	1870	69.259	946220
AA	PHL	DAY	477	1	1	1	1	1	1	1	7	532	76	253764
AA	PHL	DCA	119	2	2	2	2	2	2	2	14	1064	76	126616
AA	PHL	DEN	1557	2	2	2	2	2	1	2	13	2346	180.462	3652722
AA	PHL	DFW	1302	9	9	8	9	9	9	9	62	12342	199.065	16069284
AA	PHL	DOH	6798	1	1	1	1	1	1	1	7	1995	285	13562010
AA	PHL	DTW	453	3	3	3	3	3	2	3	20	1557	77.85	705321
AA	PHL	DUB	3274	1	1	1	1	1	1	1	7	1638	234	5362812
AA	PHL	EYW	1121	2	1	1	2	2	2	2	12	1276	106.333	1430396
AA	PHL	FCO	4371	1	1	1	1	1	1	1	7	1638	234	7159698
AA	PHL	FLL	992	4	4	4	4	4	4	4	28	4552	162.571	4515584
AA	PHL	GCM	1463	0	0	0	0	0	1	0	1	150	150	219450
AA	PHL	GRB	733	1	1	0	0	0	0	0	2	152	76	111416
AA	PHL	GRR	573	1	1	1	1	1	1	1	7	376	53.714	215448
AA	PHL	GSO	365	3	3	3	3	3	3	3	21	1050	50	383250
AA	PHL	GSP	514	3	2	3	3	3	3	3	20	1182	59.1	607548
AA	PHL	IAH	1324	2	2	2	2	2	1	2	13	1664	128	2203136
AA	PHL	ILM	413	3	3	3	3	3	3	3	21	1050	50	433650
AA	PHL	IND	587	3	3	3	3	3	2	3	20	2196	109.8	1289052
AA	PHL	JAX	742	3	3	3	3	3	3	3	21	2404	114.476	1783768
AA	PHL	LAS	2176	3	2	2	3	3	2	3	18	3462	192.333	7533312
AA	PHL	LAX	2401	6	5	5	6	6	5	6	39	7910	202.821	18991910
AA	PHL	LEX	519	1	1	1	1	1	1	1	7	532	76	276108
AA	PHL	LHR	3546	1	1	1	1	1	1	1	7	1708	244	6056568
AA	PHL	LIS	3458	1	1	1	1	1	1	1	7	1995	285	6898710
AA	PHL	MAD	3683	1	1	1	1	1	1	1	7	1638	234	6032754
AA	PHL	MBJ	1480	2	2	2	0	0	0	0	6	1086	181	1607280
AA	PHL	MCI	1039	2	2	2	2	2	2	2	14	1428	102	1483692
AA	PHL	MCO	861	6	6	6	6	6	6	6	42	7812	186	6726132
AA	PHL	MDT	83	4	3	4	4	4	4	4	27	1350	50	112050
AA	PHL	MEM	874	2	2	2	2	2	2	2	14	1064	76	929936
AA	PHL	MHT	290	3	3	3	3	3	3	3	21	1050	50	304500
AA	PHL	MIA	1013	7	7	7	7	7	7	7	49	9576	195.429	9700488
AA	PHL	MKE	690	1	1	1	1	1	1	1	7	350	50	241500
AA	PHL	MSN	764	1	1	1	1	1	1	1	7	350	50	267400
AA	PHL	MSP	980	2	2	2	2	2	1	2	13	988	76	968240
AA	PHL	MSY	1088	2	2	2	2	2	2	2	14	2056	146.857	2236928
AA	PHL	MYR	473	2	2	2	2	2	2	2	14	700	50	331100
AA	PHL	NAS	1030	1	0	1	1	1	1	1	6	768	128	791040
AA	PHL	ORD	678	9	8	7	9	9	6	9	57	8764	153.754	5941992
AA	PHL	ORF	211	4	4	4	4	4	4	4	28	1764	63	372204
AA	PHL	ORH	242	1	1	1	1	1	1	1	7	350	50	84700
AA	PHL	PBI	951	3	3	3	3	3	3	3	21	3846	183.143	3657546
AA	PHL	PHX	2075	7	6	6	7	6	6	7	45	8736	194.133	18127200
AA	PHL	PIT	267	5	4	5	5	5	5	5	34	2064	60.706	551088
AA	PHL	PLS	1259	0	0	0	0	0	1	0	1	190	190	239210
AA	PHL	PUJ	1523	2	2	2	2	2	2	2	14	2408	172	3667384
AA	PHL	PVD	238	3	3	3	3	3	3	3	21	1778	84.667	423164
AA	PHL	PWM	365	4	4	4	4	4	4	4	28	1400	50	511000
AA	PHL	RDU	336	5	5	5	5	5	5	5	35	3637	103.914	1222032
AA	PHL	RIC	198	5	5	5	5	5	5	5	35	1750	50	346500
AA	PHL	ROA	310	1	1	1	1	1	1	1	7	350	50	108500
AA	PHL	ROC	257	3	3	3	3	3	3	3	21	1050	50	269850
AA	PHL	RSW	992	3	3	3	3	3	3	3	21	3430	163.333	3402560
AA	PHL	SAN	2369	3	3	3	3	3	3	3	21	4032	192	9551808
AA	PHL	SAV	629	3	3	3	3	3	3	3	21	1596	76	1003884
AA	PHL	SBY	106	2	2	2	2	2	1	2	13	650	50	68900
AA	PHL	SCE	152	3	3	3	3	3	3	3	21	1050	50	159600
AA	PHL	SDF	576	2	2	2	2	2	2	2	14	700	50	403200
AA	PHL	SEA	2378	1	1	1	1	1	1	1	7	1372	196	3262616
AA	PHL	SFO	2521	3	3	3	3	3	3	3	21	4116	196	10376436
AA	PHL	SJU	1576	2	2	2	2	2	2	2	14	2660	190	4192160
AA	PHL	SRQ	956	1	1	1	1	1	1	1	7	455	65	434980
AA	PHL	STL	813	2	3	3	3	3	2	3	19	1794	94.421	1458522
AA	PHL	STT	1605	0	0	0	0	0	1	0	1	128	128	205440
AA	PHL	SXM	1669	0	0	0	0	0	1	0	1	128	128	213632
AA	PHL	SYR	228	3	3	3	3	3	3	3	21	1232	58.667	280896
AA	PHL	TPA	920	4	4	4	4	4	4	4	28	4480	160	4121600
AA	PHL	TYS	554	2	2	2	2	2	2	2	14	882	63	488628
AA	PHL	XNA	1066	1	1	1	1	1	1	1	7	532	76	567112
AA	PHL	YUL	394	3	2	2	3	3	2	3	18	900	50	354600
AA	PHL	YYZ	347	4	4	4	4	4	4	4	28	1582	56.5	548954
AA	PHL	ZRH	4025	1	1	1	1	1	1	1	7	1638	234	6592950
AA	PHX	ABQ	328	4	4	4	5	4	4	5	30	2638	87.933	865264
AA	PHX	ATL	1587	2	1	1	2	1	1	2	10	1774	177.4	2815338
AA	PHX	AUS	872	3	3	3	4	3	3	4	23	3560	154.783	3104320
AA	PHX	BFL	425	5	3	4	5	4	4	5	30	2391	79.7	1016175
AA	PHX	BNA	1448	2	1	1	2	1	1	2	10	1720	172	2490560
AA	PHX	BOI	735	3	2	2	3	2	2	3	17	1259	74.059	925365
AA	PHX	BOS	2300	3	3	3	4	3	3	4	23	4508	196	10368400
AA	PHX	BUR	369	3	2	2	3	2	2	3	17	1193	70.176	440217
AA	PHX	CID	1252	3	2	2	3	2	2	3	17	1138	66.941	1424776
AA	PHX	CLD	306	2	2	2	2	2	2	2	14	1064	76	325584
AA	PHX	CLE	1737	1	1	1	1	1	1	1	7	1050	150	1823850
AA	PHX	CLT	1774	7	7	7	8	7	8	8	52	9898	190.346	17559052
AA	PHX	CMH	1671	2	1	1	2	1	1	2	10	1500	150	2506500
AA	PHX	CUN	1760	2	1	1	2	1	2	2	11	2078	188.909	3657280
AA	PHX	CVG	1569	1	1	1	1	1	1	1	7	1204	172	1889076
AA	PHX	DCA	1979	3	3	3	3	3	3	3	21	4116	196	8145564
AA	PHX	DEN	602	4	2	2	4	3	2	4	21	3406	162.19	2050412
AA	PHX	DFW	868	11	10	9	13	10	10	13	76	14554	191.5	12632872
AA	PHX	DRO	351	3	2	2	3	2	2	3	17	1105	65	387855
AA	PHX	DSM	1149	3	2	2	3	2	2	3	17	1683	99	1933767
AA	PHX	DTW	1671	2	1	1	2	1	1	2	10	1720	172	2874120
AA	PHX	ELP	347	3	3	3	4	3	3	4	23	1660	72.174	576020
AA	PHX	EUG	952	2	2	2	2	2	2	2	14	1792	128	1705984
AA	PHX	EWR	2133	3	2	2	3	3	3	3	19	3532	185.895	7533756
AA	PHX	FAT	493	5	3	4	5	4	4	5	30	3156	105.2	1555908
AA	PHX	FLG	119	4	4	4	5	4	4	5	30	1950	65	232050
AA	PHX	FSD	1080	2	2	2	2	2	1	2	13	988	76	1067040
AA	PHX	GDL	1037	1	1	1	1	1	1	1	7	532	76	551684
AA	PHX	GEG	1020	2	1	1	2	1	2	2	11	1606	146	1638120
AA	PHX	GJT	438	3	2	2	3	2	2	3	17	1105	65	483990
AA	PHX	GRR	1574	1	1	1	1	1	1	1	7	896	128	1410304
AA	PHX	HMO	304	1	1	1	1	1	1	1	7	532	76	161728
AA	PHX	HNL	2918	1	1	1	1	1	1	1	7	1638	234	4779684
AA	PHX	IAH	1009	3	2	2	3	2	2	3	17	2176	128	2195584
AA	PHX	ICT	870	2	2	2	2	2	2	2	14	1064	76	925680
AA	PHX	IDA	695	1	1	1	1	1	1	1	7	455	65	316225
AA	PHX	IND	1489	2	1	1	2	1	1	2	10	1720	172	2561080
AA	PHX	JAX	1786	1	1	1	1	1	1	1	7	1204	172	2150344
AA	PHX	JFK	2153	4	4	4	4	4	4	4	28	4816	172	10368848
AA	PHX	KOA	2860	1	1	1	1	1	1	1	7	1372	196	3923920
AA	PHX	LAS	256	5	3	4	6	5	5	6	34	6274	184.529	1606144
AA	PHX	LAX	370	7	6	6	7	6	5	7	44	7752	176.182	2868240
AA	PHX	LBB	588	1	1	1	1	1	1	1	7	532	76	312816
AA	PHX	LIH	2980	1	1	1	1	1	1	1	7	1372	196	4088560
AA	PHX	LIT	1136	1	1	1	1	1	1	1	7	532	76	604352
AA	PHX	LTO	515	1	1	1	1	1	1	1	7	532	76	273980
AA	PHX	MAF	580	1	1	1	1	1	1	1	7	455	65	263900
AA	PHX	MCI	1043	3	2	2	3	2	2	3	17	2242	131.882	2338406
AA	PHX	MCO	1848	3	2	2	3	2	2	3	17	3266	192.118	6035568
AA	PHX	MEM	1263	1	1	1	1	1	1	1	7	1072	153.143	1353936
AA	PHX	MEX	1251	2	2	2	2	2	2	2	14	2254	161	2819754
AA	PHX	MFR	854	2	2	2	2	2	2	2	14	1064	76	908656
AA	PHX	MIA	1972	5	4	4	5	5	5	5	33	6180	187.273	12186960
AA	PHX	MKE	1460	2	1	1	2	1	1	2	10	1500	150	2190000
AA	PHX	MRY	598	5	3	4	5	4	4	5	30	2490	83	1489020
AA	PHX	MSN	1396	2	1	1	2	1	1	2	10	1280	128	1786880
AA	PHX	MSP	1276	1	1	2	2	1	1	2	10	1676	167.6	2138576
AA	PHX	MSY	1301	1	1	1	1	1	1	1	7	1028	146.857	1337428
AA	PHX	MTY	888	1	1	1	1	1	1	1	7	532	76	472416
AA	PHX	MZT	789	1	1	1	1	1	1	1	7	896	128	706944
AA	PHX	OGG	2845	1	1	1	1	1	1	1	7	1372	196	3903340
AA	PHX	OKC	833	3	2	2	3	2	2	3	17	1294	76.118	1077902
AA	PHX	OMA	1037	2	2	2	3	2	2	3	16	1051	65.688	1089887
AA	PHX	ONT	325	5	3	4	5	4	4	5	30	4900	163.333	1592500
AA	PHX	ORD	1440	8	9	8	8	9	8	8	58	10120	174.483	14572800
AA	PHX	PDX	1009	3	2	3	3	3	3	3	20	2868	143.4	2893812
AA	PHX	PHL	2075	7	7	6	6	7	6	6	45	8736	194.133	18127200
AA	PHX	PIT	1813	1	1	1	1	1	1	1	7	1204	172	2182852
AA	PHX	PSC	961	2	2	2	2	2	2	2	14	1064	76	1022504
AA	PHX	PSP	261	5	3	4	5	4	4	5	30	2622	87.4	684342
AA	PHX	PVR	971	3	2	2	3	2	2	3	17	2924	172	2839204
AA	PHX	PVU	468	1	0	0	1	1	0	1	4	260	65	121680
AA	PHX	RDM	893	2	2	2	2	2	2	2	14	1064	76	950152
AA	PHX	RDU	1891	1	1	1	1	1	1	1	7	1330	190	2515030
AA	PHX	RNO	601	5	3	4	5	4	4	5	30	3320	110.667	1995320
AA	PHX	SAF	370	2	1	1	2	1	1	2	10	650	65	240500
AA	PHX	SAN	304	4	3	4	5	4	4	5	29	5204	179.448	1582016
AA	PHX	SAT	843	4	2	3	4	3	3	4	23	3274	142.348	2759982
AA	PHX	SBA	455	5	3	4	5	4	4	5	30	3216	107.2	1463280
AA	PHX	SBP	509	4	3	4	5	4	4	5	29	3242	111.793	1650178
AA	PHX	SEA	1107	4	3	3	4	4	3	4	25	2110	84.4	2335770
AA	PHX	SFO	651	4	4	4	5	4	4	5	30	4442	148.067	2891742
AA	PHX	SGU	268	3	2	2	3	3	2	3	18	1368	76	366624
AA	PHX	SJC	621	4	2	3	4	3	2	4	22	2190	99.545	1359990
AA	PHX	SJD	721	3	3	3	3	3	3	3	21	3738	178	2695098
AA	PHX	SLC	507	5	3	4	5	4	4	5	30	2838	94.6	1438866
AA	PHX	SMF	647	5	3	4	5	4	4	5	30	4177	139.233	2702519
AA	PHX	SMX	494	2	2	2	2	2	2	2	14	1064	76	525616
AA	PHX	SNA	338	6	4	5	6	5	5	6	37	6424	173.622	2171312
AA	PHX	STL	1262	1	2	2	2	2	2	2	13	1818	139.846	2294316
AA	PHX	STS	699	2	1	1	2	2	1	2	11	836	76	584364
AA	PHX	TIJ	295	1	0	0	1	1	1	1	5	325	65	95875
AA	PHX	TPA	1788	2	1	1	2	1	1	2	10	1900	190	3397200
AA	PHX	TUL	935	2	2	2	2	2	2	2	14	910	65	850850
AA	PHX	TUS	110	10	6	8	10	8	8	10	60	5336	88.933	586960
AA	PHX	XNA	1023	2	2	2	2	2	2	2	14	1428	102	1460844
AA	PHX	YUM	160	4	5	5	5	5	5	5	34	2419	71.147	387040
AA	PHX	ZIH	1270	0	0	0	0	0	1	0	1	76	76	96520
AA	PHX	ZLO	1094	0	0	1	0	0	1	0	2	152	76	166288
AA	PIA	CLT	607	2	2	2	2	2	2	2	14	1064	76	645848
AA	PIA	DFW	673	3	3	2	3	3	3	3	20	1509	75.45	1015557
AA	PIA	ORD	130	3	2	2	3	3	3	3	19	1257	66.158	163410
AA	PIT	CLT	366	5	5	5	6	5	5	7	38	6670	175.526	2441220
AA	PIT	CUN	1397	0	0	0	0	0	1	0	1	190	190	265430
AA	PIT	DCA	205	4	4	4	4	4	4	4	28	2051	73.25	420455
AA	PIT	DFW	1068	4	4	3	4	4	3	4	26	4708	181.077	5028144
AA	PIT	JFK	340	2	2	2	2	2	2	2	14	976	69.714	331840
AA	PIT	LAX	2136	2	1	1	1	1	1	1	8	1376	172	2939136
AA	PIT	LGA	335	5	5	5	5	5	2	5	32	2245	70.156	752075
AA	PIT	MIA	1013	1	1	1	1	1	2	1	8	1332	166.5	1349316
AA	PIT	ORD	412	6	5	5	6	6	5	6	39	3484	89.333	1435408
AA	PIT	PHL	267	5	4	5	5	5	5	5	34	2064	60.706	551088
AA	PIT	PHX	1813	1	1	1	1	1	1	1	7	1204	172	2182852
AA	PIT	RDU	328	2	2	2	2	2	2	2	14	987	70.5	323736
AA	PNS	CLT	489	6	5	5	6	6	6	6	40	3484	87.1	1703676
AA	PNS	DCA	816	3	3	3	3	3	2	3	20	1443	72.15	1177488
AA	PNS	DFW	604	3	3	3	4	3	3	4	23	3302	143.565	1994408
AA	PNS	MIA	530	4	3	3	4	4	3	4	25	1900	76	1007000
AA	PNS	ORD	794	1	1	1	1	1	1	1	7	532	76	422408
AA	PSC	PHX	961	2	2	2	2	2	2	2	14	1064	76	1022504
AA	PSP	DFW	1126	3	3	2	3	3	3	3	20	3800	190	4278800
AA	PSP	ORD	1652	2	2	2	2	2	2	2	14	2408	172	3978016
AA	PSP	PHX	261	4	4	4	5	4	4	5	30	2622	87.4	684342
AA	PVD	CLT	683	4	4	4	5	4	3	5	29	4320	148.966	2950560
AA	PVD	DCA	357	5	5	5	5	5	4	4	33	2792	84.606	996744
AA	PVD	ORD	849	3	3	3	3	3	2	3	20	2049	102.45	1739601
AA	PVD	PHL	238	3	3	3	3	3	3	3	21	1778	84.667	423164
AA	PVU	DFW	958	2	2	2	2	2	2	2	14	910	65	871780
AA	PVU	PHX	468	1	0	0	1	1	0	1	4	260	65	121680
AA	PWM	CLT	812	1	1	1	1	1	1	1	7	1330	190	1079960
AA	PWM	DCA	482	2	3	3	3	3	3	3	20	2560	128	1233920
AA	PWM	ORD	900	1	1	1	1	1	1	1	7	455	65	409500
AA	PWM	PHL	365	4	4	4	4	4	4	4	28	1400	50	511000
AA	RAP	DFW	835	2	2	2	2	2	2	2	14	1064	76	888440
AA	RDM	PHX	893	2	2	2	2	2	2	2	14	1064	76	950152
AA	RDU	BNA	443	3	3	3	3	3	1	3	19	1444	76	639692
AA	RDU	CLT	130	8	8	8	9	8	7	9	57	10364	181.825	1347320
AA	RDU	CUN	1133	0	0	0	0	0	1	0	1	172	172	194876
AA	RDU	DCA	227	6	6	6	6	6	4	5	39	2964	76	672828
AA	RDU	DFW	1062	6	6	5	7	6	6	7	43	7454	173.349	7916148
AA	RDU	JFK	426	4	4	4	4	4	5	4	29	2204	76	938904
AA	RDU	LAX	2239	1	1	1	1	1	0	1	6	1032	172	2310648
AA	RDU	LGA	431	6	6	6	6	6	3	6	39	2953	75.718	1272743
AA	RDU	LHR	3872	1	1	1	1	1	1	1	7	1911	273	7399392
AA	RDU	MIA	700	5	4	4	5	5	5	5	33	5060	153.333	3542000
AA	RDU	ORD	647	6	5	5	6	6	6	6	40	4336	108.4	2805392
AA	RDU	PHL	336	5	5	5	5	5	5	5	35	3637	103.914	1222032
AA	RDU	PHX	1891	1	1	1	1	1	1	1	7	1330	190	2515030
AA	RDU	PIT	328	2	2	2	2	2	2	2	14	987	70.5	323736
AA	RIC	CLT	256	6	6	6	8	6	5	8	45	6916	153.689	1770496
AA	RIC	DFW	1158	3	3	3	4	3	3	4	23	3410	148.261	3948780
AA	RIC	LGA	292	5	5	5	5	5	2	4	31	2191	70.677	639772
AA	RIC	MIA	826	1	1	1	1	1	2	1	8	1376	172	1136576
AA	RIC	ORD	642	3	2	2	3	3	2	3	18	1170	65	751140
AA	RIC	PHL	198	5	5	5	5	5	5	5	35	1750	50	346500
AA	RNO	DFW	1345	3	3	2	3	3	3	3	20	3440	172	4626800
AA	RNO	PHX	601	4	4	4	5	4	4	5	30	3320	110.667	1995320
AA	ROA	CLT	155	8	7	8	9	8	7	9	56	2800	50	434000
AA	ROA	LGA	405	1	1	1	1	1	1	1	7	466	66.571	188730
AA	ROA	ORD	531	1	1	1	1	1	1	1	7	532	76	282492
AA	ROA	PHL	310	1	1	1	1	1	1	1	7	350	50	108500
AA	ROC	BOS	343	2	2	2	2	2	1	2	13	650	50	222950
AA	ROC	CLT	572	2	2	2	3	2	2	3	16	2048	128	1171456
AA	ROC	DCA	296	3	3	3	3	3	2	3	20	1366	68.3	404336
AA	ROC	MIA	1204	0	0	0	0	0	1	0	1	76	76	91504
AA	ROC	ORD	528	4	3	4	4	4	4	4	27	1986	73.556	1048608
AA	ROC	PHL	257	3	3	3	3	3	3	3	21	1050	50	269850
AA	ROW	DFW	435	2	2	2	2	2	2	2	14	910	65	395850
AA	RST	ORD	268	3	3	3	3	3	3	3	21	1365	65	365820
AA	RSW	CLT	600	5	5	5	6	5	4	6	36	6840	190	4104000
AA	RSW	DCA	892	3	3	3	3	3	2	3	20	2560	128	2283520
AA	RSW	DFW	1017	3	3	2	4	3	3	4	22	4000	181.818	4068000
AA	RSW	LGA	1080	1	1	1	1	1	1	1	7	1204	172	1300320
AA	RSW	ORD	1120	4	4	4	4	4	3	4	27	4600	170.37	5152000
AA	RSW	PHL	992	3	3	3	3	3	3	3	21	3430	163.333	3402560
AA	SAF	DFW	550	4	4	3	4	4	4	4	27	1755	65	965250
AA	SAF	LAX	710	1	1	1	1	1	1	1	7	455	65	323050
AA	SAF	PHX	370	2	1	1	2	1	1	2	10	650	65	240500
AA	SAN	CLT	2077	3	3	3	4	3	2	4	22	4180	190	8681860
AA	SAN	DFW	1171	8	8	7	9	8	7	9	56	10682	190.75	12508622
AA	SAN	MIA	2267	2	2	2	2	2	2	2	14	2576	184	5839792
AA	SAN	ORD	1723	3	3	3	3	3	2	3	20	3440	172	5927120
AA	SAN	PHL	2369	3	3	3	3	3	3	3	21	4032	192	9551808
AA	SAN	PHX	304	4	3	4	5	4	4	5	29	5204	179.448	1582016
AA	SAT	CLT	1096	3	3	3	4	3	3	4	23	3982	173.13	4364272
AA	SAT	DCA	1381	1	1	1	1	1	1	1	7	1204	172	1662724
AA	SAT	DFW	247	11	11	10	13	11	11	13	80	12800	160	3161600
AA	SAT	LAX	1210	2	2	2	2	2	2	2	14	1064	76	1287440
AA	SAT	MIA	1143	1	1	1	1	1	2	1	8	1332	166.5	1522476
AA	SAT	ORD	1041	3	2	2	3	3	2	3	18	2348	130.444	2444268
AA	SAT	PHX	843	4	2	3	4	3	3	4	23	3274	142.348	2759982
AA	SAV	CLT	214	8	8	8	9	8	9	9	59	5546	94	1186844
AA	SAV	DCA	520	3	3	3	3	3	3	3	21	1519	72.333	789880
AA	SAV	DFW	925	2	2	2	3	2	2	3	16	2638	164.875	2440150
AA	SAV	MIA	440	3	3	3	3	3	3	3	21	1596	76	702240
AA	SAV	PHL	629	3	3	3	3	3	3	3	21	1596	76	1003884
AA	SBA	DFW	1315	1	1	1	1	1	1	1	7	1204	172	1583260
AA	SBA	PHX	455	4	4	4	5	4	4	5	30	3216	107.2	1463280
AA	SBN	CLT	534	3	3	3	3	3	1	3	19	1444	76	771096
AA	SBN	DFW	846	3	3	3	3	3	3	3	21	1365	65	1154790
AA	SBP	DFW	1360	1	1	1	1	1	1	1	7	1050	150	1428000
AA	SBP	PHX	509	4	3	4	5	4	4	5	29	3242	111.793	1650178
AA	SBY	CLT	370	2	1	2	3	2	3	3	16	800	50	296000
AA	SBY	PHL	106	2	2	2	2	2	1	2	13	650	50	68900
AA	SCE	PHL	152	3	3	3	3	3	3	3	21	1050	50	159600
AA	SDF	BOS	829	1	1	1	1	1	1	1	7	532	76	441028
AA	SDF	CLT	336	5	5	5	5	5	4	5	34	4596	135.176	1544256
AA	SDF	DCA	474	3	3	3	3	3	2	3	20	1454	72.7	689196
AA	SDF	DFW	733	5	5	4	6	5	4	6	35	4516	129.029	3310228
AA	SDF	MIA	911	1	1	1	1	1	1	1	7	896	128	816256
AA	SDF	ORD	286	4	3	3	4	4	4	4	26	1976	76	565136
AA	SDF	PHL	576	2	2	2	2	2	2	2	14	700	50	403200
AA	SEA	CLT	2279	3	3	3	3	3	2	3	20	3800	190	8660200
AA	SEA	DFW	1660	7	7	5	8	7	5	8	47	8876	188.851	14734160
AA	SEA	LAX	954	2	2	2	2	2	1	2	13	845	65	806130
AA	SEA	MIA	2724	1	1	1	1	1	1	1	7	1372	196	3737328
AA	SEA	ORD	1721	3	2	2	3	3	2	3	18	3096	172	5328216
AA	SEA	PHL	2378	1	1	1	1	1	1	1	7	1372	196	3262616
AA	SEA	PHX	1107	4	3	3	4	4	3	4	25	2110	84.4	2335770
AA	SFO	CLT	2296	3	3	2	5	2	3	5	23	4370	190	10033520
AA	SFO	DFW	1464	8	8	6	9	8	7	9	55	10306	187.382	15087984
AA	SFO	JFK	2586	4	4	4	4	4	4	4	28	2856	102	7385616
AA	SFO	LAX	337	5	3	3	5	5	4	5	30	2952	98.4	994824
AA	SFO	MIA	2585	3	3	3	3	3	3	3	21	3780	180	9771300
AA	SFO	ORD	1846	3	3	3	3	3	3	3	21	3612	172	6667752
AA	SFO	PHL	2521	3	3	3	3	3	3	3	21	4116	196	10376436
AA	SFO	PHX	651	4	4	4	5	4	4	5	30	4442	148.067	2891742
AA	SGF	CLT	709	4	4	4	4	4	3	4	27	2052	76	1454868
AA	SGF	DFW	364	9	8	8	10	9	8	10	62	4701	75.823	1711164
AA	SGF	MIA	1102	0	0	0	0	0	1	0	1	76	76	83752
AA	SGF	ORD	438	4	3	3	4	4	3	4	25	1625	65	711750
AA	SGU	DFW	981	2	2	2	2	2	2	2	14	1064	76	1043784
AA	SGU	PHX	268	3	2	2	3	3	2	3	18	1368	76	366624
AA	SHV	CLT	765	3	3	3	3	3	1	3	19	1235	65	944775
AA	SHV	DFW	190	5	5	4	6	5	5	6	36	2417	67.139	459230
AA	SJC	DFW	1438	3	3	2	3	3	3	3	20	3440	172	4946720
AA	SJC	PHX	621	3	3	3	4	3	2	4	22	2190	99.545	1359990
AA	SJT	DFW	228	3	3	2	3	3	3	3	20	1300	65	296400
AA	SJU	CLT	1474	3	2	2	3	3	3	3	19	3574	188.105	5268076
AA	SJU	DFW	2165	2	2	1	2	2	2	2	13	2470	190	5347550
