Mkt Al	Orig	Dest	Miles	Mon	Tue	Wed	Thu	Fri	Sat	Sun	Ops/Week	Seats	Seats/ Dep	ASMs
DL	SLC	CDG	5080	1	1	1	1	1	1	1	7	1974	282	10027920
DL	SLC	CLE	1565	1	1	1	1	1	1	1	7	910	130	1424150
DL	SLC	CLT	1727	1	1	1	1	1	1	1	7	1260	180	2176020
DL	SLC	CMH	1529	1	1	1	1	1	1	1	7	1120	160	1712480
DL	SLC	COS	409	2	2	2	2	2	2	2	14	980	70	400820
DL	SLC	CUN	2005	1	1	1	1	1	2	1	8	1440	180	2887200
DL	SLC	CVG	1450	2	2	2	2	2	2	2	14	2500	178.571	3625000
DL	SLC	DCA	1851	1	1	1	1	1	1	1	7	1358	194	2513658
DL	SLC	DEN	391	5	5	5	5	5	4	5	34	4693	138.029	1834963
DL	SLC	DFW	988	4	4	4	4	4	4	4	28	3360	120	3319680
DL	SLC	DTW	1481	4	4	4	4	4	4	4	28	5153	184.036	7631593
DL	SLC	EKO	200	2	1	1	2	2	1	2	11	550	50	110000
DL	SLC	EUG	619	2	2	2	2	2	2	2	14	980	70	606620
DL	SLC	EWR	1968	2	2	2	2	2	2	2	14	2702	193	5317536
DL	SLC	FAT	501	4	4	4	4	4	3	4	27	1890	70	946890
DL	SLC	FCA	532	3	3	3	3	3	3	3	21	2079	99	1106028
DL	SLC	FLL	2083	1	1	1	1	1	1	1	7	1358	194	2828714
DL	SLC	GEG	547	5	5	5	5	5	4	5	34	4390	129.118	2401330
DL	SLC	GJT	216	2	1	2	2	2	1	2	12	600	50	129600
DL	SLC	GTF	464	3	3	3	3	3	3	3	21	1470	70	682080
DL	SLC	HLN	402	2	2	2	2	2	2	2	14	980	70	393960
DL	SLC	HNL	2994	1	1	1	1	2	2	2	10	2160	216	6467040
DL	SLC	IAD	1827	1	1	1	1	1	1	1	7	1120	160	2046240
DL	SLC	IAH	1195	3	3	3	3	3	2	3	20	2479	123.95	2962405
DL	SLC	ICN	5906	1	0	0	1	0	1	0	3	918	306	5421708
DL	SLC	IDA	189	3	3	3	3	3	3	3	21	1743	83	329427
DL	SLC	IND	1355	1	1	1	1	1	1	1	7	1260	180	1707300
DL	SLC	JAC	205	3	3	3	3	3	3	3	21	2338	111.333	479290
DL	SLC	JFK	1989	4	4	4	4	4	4	4	28	5586	199.5	11110554
DL	SLC	LAS	368	5	5	5	5	5	4	5	34	6309	185.559	2321712
DL	SLC	LAX	590	7	7	7	7	7	6	7	48	8803	183.396	5193770
DL	SLC	LGB	589	3	3	3	3	3	3	3	21	2121	101	1249269
DL	SLC	LHR	4867	1	1	1	0	1	1	0	5	1115	223	5426705
DL	SLC	LIT	1155	1	1	1	1	1	1	1	7	490	70	565950
DL	SLC	LWS	461	1	1	1	1	1	1	1	7	490	70	225890
DL	SLC	MCI	919	3	3	3	3	3	3	3	21	2786	132.667	2560334
DL	SLC	MCO	1929	4	4	4	4	4	4	4	28	5432	194	10478328
DL	SLC	MEM	1261	1	1	1	1	1	1	1	7	1120	160	1412320
DL	SLC	MEX	1657	1	1	1	1	1	1	1	7	924	132	1531068
DL	SLC	MFR	575	2	2	2	2	2	2	2	14	1022	73	587650
DL	SLC	MIA	2088	1	1	1	1	1	1	1	7	1358	194	2835504
DL	SLC	MKE	1246	1	1	1	1	1	1	1	7	763	109	950698
DL	SLC	MSO	436	3	3	3	3	3	3	3	21	1904	90.667	830144
DL	SLC	MSP	991	4	4	4	4	4	4	4	28	5167	184.536	5120497
DL	SLC	MSY	1428	1	1	1	1	1	1	1	7	1120	160	1599360
DL	SLC	OAK	588	3	3	3	3	3	3	3	21	1512	72	889056
DL	SLC	OGG	2936	1	1	1	1	1	1	1	7	1512	216	4439232
DL	SLC	OKC	865	2	2	2	2	2	2	2	14	1022	73	884030
DL	SLC	OMA	839	2	2	2	2	2	2	2	14	1022	73	857458
DL	SLC	ONT	558	3	3	3	3	3	3	3	21	2870	136.667	1601460
DL	SLC	ORD	1249	3	3	3	3	3	2	3	20	2990	149.5	3734510
DL	SLC	PDX	630	5	5	5	5	5	4	5	34	5739	168.794	3615570
DL	SLC	PHL	1926	2	1	1	2	2	1	2	11	2134	194	4110084
DL	SLC	PHX	507	5	5	5	5	5	4	5	34	6233	183.324	3160131
DL	SLC	PIH	150	1	1	1	1	1	1	1	7	490	70	73500
DL	SLC	PIT	1659	1	1	1	1	1	1	1	7	910	130	1509690
DL	SLC	PSC	521	3	3	3	3	3	3	3	21	1946	92.667	1013866
DL	SLC	PSP	541	3	3	3	3	3	3	3	21	1470	70	795270
DL	SLC	PVR	1440	1	1	1	1	1	1	1	7	1120	160	1612800
DL	SLC	RDM	526	2	2	2	2	2	2	2	14	1022	73	537572
DL	SLC	RDU	1823	1	1	1	1	1	1	1	7	1240	177.143	2260520
DL	SLC	RNO	422	3	3	3	3	3	3	3	21	2812	133.905	1186664
DL	SLC	SAN	626	5	5	5	5	5	4	5	34	5820	171.176	3643320
DL	SLC	SAT	1086	3	3	3	3	3	2	3	20	2180	109	2367480
DL	SLC	SBA	615	3	3	3	3	3	3	3	21	1704	81.143	1047960
DL	SLC	SEA	689	6	5	5	6	6	5	6	39	6638	170.205	4573582
DL	SLC	SFO	599	5	5	5	5	5	4	5	34	4896	144	2932704
DL	SLC	SGU	269	5	5	5	5	5	4	5	34	1700	50	457300
DL	SLC	SJC	585	5	5	5	5	5	4	5	34	2926	86.059	1711710
DL	SLC	SJD	1222	1	1	1	1	1	1	1	7	1120	160	1368640
DL	SLC	SMF	532	5	5	5	5	5	4	5	34	4326	127.235	2301432
DL	SLC	SNA	588	5	5	5	5	5	4	5	34	4189	123.206	2463132
DL	SLC	STL	1156	3	3	3	3	3	2	3	20	2180	109	2520080
DL	SLC	SUN	223	3	3	3	3	3	3	3	21	1470	70	327810
DL	SLC	TPA	1887	1	1	1	1	1	1	1	7	1358	194	2562546
DL	SLC	TUL	926	1	1	1	1	1	1	1	7	490	70	453740
DL	SLC	TUS	600	3	3	3	3	3	3	3	21	1470	70	882000
DL	SLC	TWF	175	2	2	2	2	2	2	2	14	980	70	171500
DL	SLC	XNA	1004	1	1	1	1	1	1	1	7	490	70	491960
DL	SLC	YVR	798	2	2	2	2	2	2	2	14	1016	72.571	810768
DL	SLC	YYC	720	2	2	2	2	2	2	2	14	1064	76	766080
DL	SMF	ATL	2092	3	3	3	3	3	2	3	20	3600	180	7531200
DL	SMF	DTW	2013	1	1	1	1	1	1	1	7	1260	180	2536380
DL	SMF	LAS	397	2	2	2	2	2	2	2	14	980	70	389060
DL	SMF	LAX	373	6	6	6	6	6	5	6	41	3116	76	1162268
DL	SMF	MSP	1518	2	2	2	2	2	2	2	14	2497	178.357	3790446
DL	SMF	SEA	605	5	5	5	5	5	4	5	34	2542	74.765	1537910
DL	SMF	SLC	532	5	5	5	5	5	4	5	34	4326	127.235	2301432
DL	SNA	ATL	1919	3	2	2	3	3	2	3	18	3241	180.056	6219479
DL	SNA	DTW	1960	1	1	1	1	1	1	1	7	1393	199	2730280
DL	SNA	LAS	226	2	2	2	2	2	2	2	14	980	70	221480
DL	SNA	MSP	1522	2	1	2	2	2	1	2	12	1455	121.25	2214510
DL	SNA	SEA	978	4	4	4	4	4	3	4	27	2709	100.333	2649402
DL	SNA	SLC	588	5	5	5	5	5	4	5	34	4189	123.206	2463132
DL	SRQ	ATL	445	6	6	6	6	6	5	6	41	7758	189.22	3452310
DL	SRQ	LGA	1047	2	2	2	2	2	2	2	14	1820	130	1905540
DL	SRQ	MSP	1343	1	1	1	1	1	1	1	7	1337	191	1795591
DL	STL	ATL	484	7	6	6	7	7	5	7	45	7717	171.489	3735028
DL	STL	DTW	440	4	4	4	4	4	3	4	27	3068	113.63	1349920
DL	STL	JFK	892	1	1	1	1	1	1	1	7	532	76	474544
DL	STL	LGA	888	4	4	4	4	4	2	4	26	1976	76	1754688
DL	STL	MSP	448	4	4	4	4	4	3	4	27	2880	106.667	1290240
DL	STL	SLC	1156	3	3	3	3	3	2	3	20	2180	109	2520080
DL	STT	ATL	1599	1	1	1	1	1	2	1	8	1592	199	2545608
DL	STT	JFK	1623	0	0	0	0	0	1	0	1	199	199	322977
DL	STX	ATL	1638	0	0	0	0	0	1	0	1	160	160	262080
DL	SUN	SLC	223	3	3	3	3	3	3	3	21	1470	70	327810
DL	SYR	ATL	793	3	3	3	3	3	2	3	20	3786	189.3	3002298
DL	SYR	DTW	374	4	4	4	4	4	3	4	27	2571	95.222	961554
DL	SYR	JFK	209	3	3	3	3	3	3	3	21	1596	76	333564
DL	SYR	LGA	198	3	3	3	3	3	1	3	19	1408	74.105	278784
DL	SYR	MSP	860	1	1	1	1	1	1	1	7	532	76	457520
DL	TLH	ATL	223	7	6	6	7	7	5	7	45	4816	107.022	1073968
DL	TPA	AMS	4613	1	0	1	0	1	0	1	4	1128	282	5203464
DL	TPA	ATL	406	13	11	12	13	13	11	13	86	17093	198.756	6939758
DL	TPA	AUS	928	1	1	1	1	1	1	1	7	910	130	844480
DL	TPA	BOS	1185	4	4	4	4	4	3	4	27	4511	167.074	5345535
DL	TPA	CVG	773	1	1	1	1	1	1	1	7	1120	160	865760
DL	TPA	DTW	983	5	5	5	5	5	5	5	35	6454	184.4	6344282
DL	TPA	JFK	1005	3	3	3	3	3	3	3	21	3508	167.048	3525540
DL	TPA	LAX	2158	2	2	2	2	2	1	2	13	2522	194	5442476
DL	TPA	LGA	1011	5	5	5	5	5	4	5	34	5983	175.971	6048813
DL	TPA	MSP	1307	3	3	3	3	3	2	3	20	3754	187.7	4906478
DL	TPA	RDU	587	2	2	2	2	2	1	2	13	2041	157	1198067
DL	TPA	SEA	2520	1	1	1	1	1	1	1	7	1358	194	3422160
DL	TPA	SLC	1887	1	1	1	1	1	1	1	7	1358	194	2562546
DL	TRI	ATL	227	5	5	5	5	5	4	5	34	2969	87.324	673963
DL	TUL	ATL	674	5	5	5	5	5	4	5	34	3740	110	2520760
DL	TUL	LGA	1231	1	1	1	1	1	0	1	6	420	70	517020
DL	TUL	SLC	926	1	1	1	1	1	1	1	7	490	70	453740
DL	TUS	ATL	1541	2	2	2	2	2	2	2	14	2597	185.5	4001977
DL	TUS	LAX	451	3	3	3	3	3	2	3	20	1442	72.1	650342
DL	TUS	MSP	1298	1	1	1	1	1	1	1	7	1099	157	1426502
DL	TUS	SEA	1216	1	1	1	1	1	1	1	7	532	76	646912
DL	TUS	SLC	600	3	3	3	3	3	3	3	21	1470	70	882000
DL	TVC	DTW	207	3	3	3	3	3	3	3	21	1904	90.667	394128
DL	TWF	SLC	175	2	2	2	2	2	2	2	14	980	70	171500
DL	TYS	ATL	152	9	8	8	9	9	7	9	59	7030	119.153	1068560
DL	TYS	DTW	443	2	2	2	2	2	2	2	14	1009	72.071	446987
DL	TYS	LGA	647	3	3	3	3	3	1	3	19	1402	73.789	907094
DL	TYS	MSP	792	2	1	1	2	2	1	2	11	836	76	662112
DL	VLD	ATL	208	3	3	3	3	3	2	3	20	1380	69	287040
DL	VPS	ATL	250	7	6	6	7	7	6	7	46	5926	128.826	1481500
DL	VPS	MSP	1058	1	0	0	1	1	1	1	5	660	132	698280
DL	XNA	ATL	589	8	7	7	8	8	7	8	53	3889	73.377	2290621
DL	XNA	DTW	716	1	1	1	1	1	1	1	7	483	69	345828
DL	XNA	LGA	1147	1	1	1	1	1	1	1	7	526	75.143	603322
DL	XNA	MSP	596	2	2	2	2	2	1	2	13	988	76	588848
DL	XNA	SLC	1004	1	1	1	1	1	1	1	7	490	70	491960
DL	XWA	MSP	553	3	3	3	3	3	2	3	20	1000	50	553000
DM	EWR	SDQ	1557	1	1	1	1	1	0	1	6	1110	185	1728270
DM	MIA	PUJ	910	1	1	0	1	1	1	1	6	1110	185	1010100
DM	MIA	SDQ	848	1	1	1	1	1	1	1	7	1295	185	1098160
DM	ORD	PUJ	1980	0	0	0	0	0	1	0	1	185	185	366300
DM	SFB	PUJ	1074	0	1	0	0	1	0	1	3	555	185	596070
DM	SJU	PUJ	156	0	1	0	0	1	1	1	4	740	185	115440
DM	SJU	SDQ	241	1	0	1	0	0	1	1	4	740	185	178340
DO	MIA	SDQ	848	0	0	0	1	0	0	0	1	97	97	82256
DO	STT	SDQ	308	0	0	0	0	1	0	0	1	97	97	29876
EI	BDL	DUB	3079	1	1	0	1	0	1	0	4	736	184	2266144
EI	BNA	DUB	3906	0	1	0	1	0	1	1	4	736	184	2874816
EI	BOS	DUB	2993	2	2	2	2	2	2	2	14	3456	246.857	10343808
EI	BOS	SNN	2895	1	1	1	1	1	1	1	7	1288	184	3728760
EI	CLE	DUB	3466	1	0	1	0	1	0	1	4	736	184	2550976
EI	EWR	DUB	3193	1	1	1	1	1	1	1	7	1288	184	4112584
EI	IAD	DUB	3405	2	2	2	2	2	2	2	14	2576	184	8771280
EI	IND	DUB	3717	1	0	1	0	1	1	0	4	736	184	2735712
EI	JFK	DUB	3180	3	2	2	2	3	2	3	17	4982	293.059	15842760
EI	JFK	MAN	3341	0	0	0	1	0	0	0	1	317	317	1059097
EI	JFK	SNN	3082	1	1	1	1	1	1	1	7	1288	184	3969616
EI	LAS	DUB	4954	0	1	0	1	0	1	0	3	891	297	4414014
EI	LAX	DUB	5181	1	0	1	1	1	1	1	6	1698	283	8797338
EI	MCO	DUB	4073	2	1	0	1	0	1	0	5	1581	316.2	6439413
EI	MCO	MAN	4237	0	0	0	1	0	1	0	2	634	317	2686258
EI	MIA	DUB	4166	0	0	1	0	1	0	1	3	951	317	3961866
EI	MSP	DUB	3736	0	1	1	1	1	0	1	5	920	184	3437120
EI	ORD	DUB	3674	2	2	2	2	2	2	2	14	4324	308.857	15886376
EI	PHL	DUB	3274	1	1	1	1	1	1	1	7	1288	184	4216912
EI	SEA	DUB	4540	1	0	1	0	1	0	1	4	1060	265	4812400
EI	SFO	DUB	5098	1	1	1	0	1	1	1	6	1788	298	9115224
EK	BOS	DXB	6663	1	1	1	1	1	1	1	7	2296	328	15298248
EK	DFW	DXB	8038	1	1	1	1	1	1	1	7	2296	328	18455248
EK	EWR	ATH	4956	1	1	1	1	1	1	1	7	2296	328	11378976
EK	IAD	DXB	7069	1	1	1	1	1	1	1	7	3423	489	24197187
EK	IAH	DXB	8165	1	1	1	1	1	1	1	7	3388	484	27663020
EK	JFK	DXB	6849	2	2	2	2	2	2	2	14	6819	487.071	46703331
EK	JFK	MXP	3995	1	1	1	1	1	1	1	7	3409	487	13618955
EK	LAX	DXB	8334	1	1	1	1	1	1	1	7	3388	484	28235592
EK	MCO	DXB	7754	1	0	1	0	1	1	1	5	1770	354	13724580
EK	MIA	BOG	1506	1	1	1	1	1	1	1	7	2296	328	3457776
EK	MIA	DXB	7844	1	1	1	1	1	1	1	7	2296	328	18009824
EK	ORD	DXB	7246	1	1	1	1	1	1	1	7	2268	324	16433928
EK	SEA	DXB	7425	1	1	1	1	1	1	1	7	2296	328	17047800
EK	SFO	DXB	8101	1	1	1	1	1	1	1	7	3388	484	27446188
ET	ATL	ADD	7702	1	0	0	0	1	0	0	2	540	270	4159080
ET	EWR	LFW	5181	0	1	0	1	1	0	1	4	1080	270	5595480
ET	IAD	ADD	7193	1	1	1	1	1	1	1	7	2645	377.857	19025485
ET	IAD	LFW	5348	1	0	1	0	0	1	0	3	810	270	4331880
ET	JFK	ABJ	4931	1	0	1	0	0	1	0	3	810	270	3994110
ET	ORD	ADD	7577	1	0	1	1	0	1	1	5	1350	270	10228950
EY	ATL	AUH	7619	1	1	1	1	1	1	1	7	2597	371	19786543
EY	BOS	AUH	6681	1	1	1	1	1	1	1	7	2121	303	14170401
EY	IAD	AUH	7088	1	1	1	1	1	1	1	7	2121	303	15033648
EY	JFK	AUH	6867	2	2	2	2	2	2	2	14	4179	298.5	28697193
EY	ORD	AUH	7275	1	1	1	1	1	1	1	7	2597	371	18893175
F4	CPX	NRR	22	2	2	2	5	5	5	0	21	189	9	4158
F4	CPX	SIG	53	3	3	3	3	3	3	0	18	162	9	8586
F4	NRR	CPX	22	2	2	2	3	2	2	0	13	117	9	2574
F4	SIG	CPX	53	3	3	3	4	4	4	0	21	189	9	10017
F8	FLL	YYZ	1214	1	0	0	1	1	1	0	4	756	189	917784
F8	LAS	YVR	992	1	0	0	0	1	0	0	2	378	189	374976
F8	LAX	YVR	1080	1	0	0	0	1	0	1	3	567	189	612360
F8	MCO	YYZ	1056	1	0	0	0	1	1	1	4	756	189	798336
F8	SFO	YVR	800	0	1	0	1	0	1	1	4	756	189	604800
F9	ATL	AUS	813	1	0	0	2	1	0	2	6	1322	220.333	1074786
F9	ATL	BDL	859	0	0	0	1	0	1	1	3	720	240	618480
F9	ATL	BOS	946	1	0	0	1	1	1	1	5	1190	238	1125740
F9	ATL	BUF	712	1	0	0	1	1	0	1	4	950	237.5	676400
F9	ATL	BWI	576	3	1	1	3	3	2	3	16	3648	228	2101248
F9	ATL	CLE	554	2	1	1	2	2	1	2	11	2144	194.909	1187776
F9	ATL	CMH	446	1	0	0	0	1	0	1	3	666	222	297036
F9	ATL	CUN	881	1	0	0	1	1	1	1	5	1200	240	1057200
F9	ATL	CVG	373	1	0	1	1	1	1	1	6	1170	195	436410
F9	ATL	DEN	1199	2	2	2	2	2	2	2	14	2982	213	3575418
F9	ATL	DFW	732	2	1	2	3	2	2	3	15	3520	234.667	2576640
F9	ATL	DTW	594	1	1	1	1	1	1	1	7	1660	237.143	986040
F9	ATL	EWR	745	2	2	2	2	2	2	2	14	3276	234	2440620
F9	ATL	FLL	581	2	1	1	2	3	2	2	13	3090	237.692	1795290
F9	ATL	GRR	640	0	0	0	1	0	0	1	2	480	240	307200
F9	ATL	GUA	1366	1	0	0	0	1	0	0	2	480	240	655680
F9	ATL	IAD	533	2	1	1	2	2	1	2	11	2566	233.273	1367678
F9	ATL	IAH	689	2	1	1	2	2	2	2	12	2732	227.667	1882348
F9	ATL	IND	432	1	0	0	0	1	0	0	2	426	213	184032
F9	ATL	JAX	270	0	0	0	1	1	0	1	3	720	240	194400
F9	ATL	JFK	760	2	2	2	2	2	2	2	14	3134	223.857	2381840
F9	ATL	LAS	1747	1	0	0	2	1	0	2	6	1440	240	2515680
F9	ATL	LAX	1946	1	1	1	1	1	1	1	7	1670	238.571	3249820
F9	ATL	LGA	761	3	2	3	2	3	2	2	17	3922	230.706	2984642
F9	ATL	MBJ	1117	1	0	0	1	1	1	1	5	1126	225.2	1257742
F9	ATL	MCI	693	1	0	0	1	1	0	1	4	906	226.5	627858
F9	ATL	MCO	403	4	2	2	4	4	3	4	23	5348	232.522	2155244
F9	ATL	MDW	590	2	1	1	2	2	2	2	12	2232	186	1316880
F9	ATL	MIA	595	2	2	1	2	2	2	2	13	2634	202.615	1567230
F9	ATL	MSP	906	1	0	0	0	1	0	0	2	470	235	425820
F9	ATL	MSY	425	1	0	0	1	1	0	1	4	940	235	399500
F9	ATL	OKC	761	1	0	0	1	0	0	1	3	656	218.667	499216
F9	ATL	OMA	821	1	0	0	0	1	0	0	2	480	240	394080
F9	ATL	ORD	606	3	1	1	2	3	2	2	14	3330	237.857	2017980
F9	ATL	ORF	516	1	0	0	1	1	0	1	4	886	221.5	457176
F9	ATL	PBI	545	1	0	0	0	1	0	0	2	460	230	250700
F9	ATL	PHL	665	3	3	2	3	3	2	3	19	4216	221.895	2803640
F9	ATL	PHX	1587	1	0	0	0	1	1	1	4	798	199.5	1266426
F9	ATL	RDU	356	2	1	1	2	2	1	2	11	2640	240	939840
F9	ATL	RIC	481	1	0	0	0	1	0	0	2	470	235	226070
F9	ATL	RSW	515	0	0	0	1	0	0	1	2	470	235	242050
F9	ATL	SAL	1420	1	0	0	0	1	1	0	3	558	186	792360
F9	ATL	SAP	1271	0	0	0	0	0	1	0	1	240	240	305040
F9	ATL	SAT	874	1	0	0	0	1	0	0	2	470	235	410780
F9	ATL	SDQ	1389	0	0	0	1	0	0	1	2	480	240	666720
F9	ATL	SFO	2139	1	0	0	1	1	1	1	5	1200	240	2566800
F9	ATL	SJU	1547	1	0	0	1	1	1	1	5	974	194.8	1506778
F9	ATL	STL	484	0	0	0	1	1	0	1	3	720	240	348480
F9	ATL	SYR	793	1	0	0	0	1	0	0	2	416	208	329888
F9	ATL	TPA	406	2	1	1	2	3	2	3	14	3276	234	1330056
F9	AUS	ATL	813	1	0	0	2	1	0	2	6	1322	220.333	1074786
F9	AUS	CVG	958	0	0	0	1	0	0	1	2	372	186	356376
F9	AUS	DEN	775	2	1	1	1	2	1	2	10	2346	234.6	1818150
F9	AUS	LAS	1090	1	0	0	1	1	1	1	5	930	186	1013700
F9	AUS	MCO	993	1	0	0	1	1	0	1	4	852	213	846036
F9	AUS	MIA	1104	0	0	0	1	0	0	1	2	480	240	529920
F9	AUS	ORD	978	1	0	0	0	1	0	0	2	480	240	469440
F9	AUS	PHL	1430	1	0	0	1	0	0	1	3	720	240	1029600
F9	AUS	PHX	872	0	0	0	1	1	0	1	3	558	186	486576
F9	AUS	SAN	1164	1	0	0	1	1	0	1	4	744	186	866016
F9	BDL	ATL	859	0	0	0	1	0	1	1	3	720	240	618480
F9	BDL	MCO	1050	1	0	0	0	1	0	1	3	558	186	585900
F9	BDL	MIA	1194	1	0	0	1	1	0	1	4	960	240	1146240
F9	BNA	CLE	448	1	0	0	0	1	0	0	2	372	186	166656
F9	BNA	DEN	1013	1	0	0	1	1	1	1	5	1200	240	1215600
F9	BNA	DFW	631	1	0	0	0	1	0	0	2	416	208	262496
F9	BNA	MCO	616	1	0	0	0	1	0	1	3	612	204	376992
F9	BNA	ORD	409	1	0	0	1	0	0	1	3	700	233.333	286300
F9	BNA	PHL	675	1	0	0	1	1	0	1	4	744	186	502200
F9	BOI	DEN	649	0	0	0	1	0	0	1	2	372	186	241428
F9	BOS	ATL	946	1	0	0	1	1	1	1	5	1190	238	1125740
F9	BOS	CLE	563	1	0	0	1	1	0	1	4	744	186	418872
F9	BOS	MCO	1121	1	0	0	0	1	1	0	3	656	218.667	735376
F9	BOS	PHL	280	0	0	0	1	0	0	1	2	426	213	119280
F9	BOS	RDU	612	1	0	0	0	1	0	1	3	558	186	341496
F9	BQN	MCO	1129	1	0	0	1	1	2	1	6	1386	231	1564794
F9	BTV	MCO	1195	0	0	0	0	0	1	0	1	240	240	286800
F9	BUF	ATL	712	1	0	0	1	1	0	1	4	950	237.5	676400
F9	BUF	MCO	1011	1	0	0	0	1	1	1	4	852	213	861372
F9	BUF	RDU	487	1	0	0	1	1	0	1	4	744	186	362328
F9	BUF	TPA	1054	0	0	0	1	0	1	1	3	558	186	588132
F9	BUR	DEN	850	0	0	0	1	0	0	1	2	372	186	316200
F9	BWI	ATL	576	3	1	1	3	3	2	3	16	3648	228	2101248
F9	BWI	DFW	1217	1	0	0	1	1	1	1	5	1106	221.2	1346002
F9	BWI	DTW	408	0	0	0	1	0	0	1	2	460	230	187680
F9	BWI	MCO	787	1	1	0	2	2	1	2	9	1944	216	1529928
F9	BWI	MDW	611	1	0	0	1	1	0	1	4	744	186	454584
F9	BWI	MIA	946	0	0	0	1	0	1	1	3	602	200.667	569492
F9	BWI	ORD	621	1	0	0	1	1	0	1	4	950	237.5	589950
F9	BWI	TPA	842	1	0	0	1	1	0	1	4	744	186	626448
F9	CHS	DFW	987	0	0	0	1	0	0	1	2	372	186	367164
F9	CHS	PHL	550	1	1	0	0	1	0	1	4	798	199.5	438900
F9	CID	DEN	692	1	0	0	1	1	0	1	4	788	197	545296
F9	CLE	ATL	554	2	1	1	2	2	1	2	11	2144	194.909	1187776
F9	CLE	BNA	448	1	0	0	0	1	0	0	2	372	186	166656
F9	CLE	BOS	563	1	0	0	1	1	0	1	4	744	186	418872
F9	CLE	CLT	430	0	1	0	1	0	0	1	3	558	186	239940
F9	CLE	DEN	1201	1	0	0	2	1	0	1	5	930	186	1116930
F9	CLE	DFW	1021	1	0	0	0	1	0	0	2	460	230	469660
F9	CLE	FLL	1061	1	0	0	0	1	1	1	4	744	186	789384
F9	CLE	LAS	1825	2	1	1	2	2	2	2	12	2232	186	4073400
F9	CLE	LGA	418	0	1	0	1	0	0	1	3	558	186	233244
F9	CLE	MCO	895	4	3	2	3	3	2	3	20	4230	211.5	3785850
F9	CLE	MIA	1080	1	0	0	1	1	0	1	4	744	186	803520
F9	CLE	PHL	363	1	0	0	0	1	0	0	2	372	186	135036
F9	CLE	PHX	1737	1	1	1	1	1	1	1	7	1302	186	2261574
F9	CLE	RDU	416	1	1	0	1	1	0	1	5	930	186	386880
F9	CLE	RSW	1025	2	1	0	1	2	1	1	8	1488	186	1525200
F9	CLE	TPA	927	2	1	1	2	2	2	2	12	2232	186	2069064
F9	CLT	CLE	430	0	1	0	1	0	0	1	3	558	186	239940
F9	CLT	DEN	1338	1	0	0	1	1	0	1	4	876	219	1172088
F9	CLT	DFW	937	1	0	0	1	1	0	1	4	876	219	820812
F9	CLT	IAH	913	1	0	0	1	1	0	1	4	852	213	777876
F9	CLT	LGA	543	1	1	1	1	1	1	1	7	1346	192.286	730878
F9	CLT	MCO	468	2	2	1	2	2	2	3	14	3138	224.143	1468584
F9	CLT	MIA	651	1	0	0	1	1	0	1	4	744	186	484344
F9	CLT	ORD	599	1	0	0	1	1	1	1	5	1200	240	718800
F9	CLT	PHL	447	2	1	1	2	2	2	2	12	2826	235.5	1263222
F9	CLT	TPA	508	1	0	0	0	1	0	1	3	558	186	283464
F9	CMH	ATL	446	1	0	0	0	1	0	1	3	666	222	297036
F9	CMH	DEN	1155	0	0	0	0	1	0	0	1	186	186	214830
F9	CMH	MCO	802	0	0	0	1	0	1	1	3	612	204	490824
F9	CRP	DEN	929	0	0	0	1	0	0	1	2	480	240	445920
F9	CVG	ATL	373	1	0	1	1	1	1	1	6	1170	195	436410
F9	CVG	AUS	958	0	0	0	1	0	0	1	2	372	186	356376
F9	CVG	DEN	1069	2	1	1	1	2	2	1	10	1860	186	1988340
F9	CVG	DFW	812	1	0	0	1	1	0	1	4	832	208	675584
F9	CVG	FLL	931	1	0	0	1	1	1	1	5	930	186	865830
F9	CVG	IAH	871	0	0	0	1	0	0	1	2	372	186	324012
F9	CVG	LAS	1679	0	0	1	1	1	0	1	4	744	186	1249176
F9	CVG	LGA	585	1	0	1	0	1	0	0	3	558	186	326430
F9	CVG	MCO	756	3	1	1	2	3	2	2	14	2604	186	1968624
F9	CVG	PHX	1569	1	0	0	1	1	0	1	4	744	186	1167336
F9	CVG	RSW	878	1	0	0	1	1	1	1	5	930	186	816540
F9	CVG	TPA	773	1	0	0	1	1	0	1	4	744	186	575112
F9	DCA	DEN	1476	3	2	2	3	3	3	3	19	3522	185.368	5198472
F9	DEN	ATL	1199	2	2	2	2	2	2	2	14	2982	213	3575418
F9	DEN	AUS	775	2	1	1	1	2	1	2	10	2292	229.2	1776300
F9	DEN	BNA	1013	1	0	0	1	1	1	1	5	1200	240	1215600
F9	DEN	BOI	649	0	0	0	1	0	0	1	2	372	186	241428
F9	DEN	BUR	850	0	0	0	1	0	0	1	2	372	186	316200
F9	DEN	CID	692	1	0	0	1	1	0	1	4	788	197	545296
F9	DEN	CLE	1201	1	1	0	1	1	0	1	5	930	186	1116930
F9	DEN	CLT	1338	1	0	0	1	1	0	1	4	876	219	1172088
F9	DEN	CMH	1155	0	0	0	0	1	0	0	1	186	186	214830
F9	DEN	CRP	929	0	0	0	1	0	0	1	2	480	240	445920
F9	DEN	CVG	1069	2	1	1	1	2	2	1	10	1860	186	1988340
F9	DEN	DCA	1476	3	2	2	3	3	3	3	19	3522	185.368	5198472
F9	DEN	DFW	641	4	3	3	4	4	2	3	23	5038	219.043	3229358
F9	DEN	DSM	589	1	0	0	1	1	0	1	4	738	184.5	434682
F9	DEN	DTW	1123	1	0	0	1	1	0	1	4	852	213	956796
