Mkt Al,Orig,Dest,Miles,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Ops/Week,Seats,Seats/ Dep,ASMs
AS,SFO,SNA,372,8,8,8,8,8,7,7,54,"4,104",76.0,"1,526,688"
AS,SIT,JNU,95,2,2,2,2,2,2,2,14,"1,806",129.0,"171,570"
AS,SIT,KTN,185,1,1,1,1,1,1,1,7,868,124.0,"160,580"
AS,SJC,BOI,523,1,1,1,1,1,1,1,7,532,76.0,"278,236"
AS,SJC,GDL,"1,611",0,0,0,0,0,1,0,1,159,159.0,"256,149"
AS,SJC,KOA,"2,384",1,0,1,0,1,0,0,3,515,171.7,"1,227,760"
AS,SJC,LAX,308,4,3,3,4,4,3,4,25,"1,900",76.0,"585,200"
AS,SJC,LIH,"2,466",0,1,0,1,0,1,1,4,636,159.0,"1,568,376"
AS,SJC,PDX,569,5,4,4,5,5,3,5,31,"2,356",76.0,"1,340,564"
AS,SJC,PVR,"1,524",0,0,0,0,0,1,0,1,178,178.0,"271,272"
AS,SJC,SAN,417,6,5,5,6,6,5,6,39,"2,964",76.0,"1,235,988"
AS,SJC,SEA,697,6,5,5,6,6,3,6,37,"6,199",167.5,"4,320,703"
AS,SJC,SJD,"1,218",1,1,1,1,1,1,1,7,"1,246",178.0,"1,517,628"
AS,SLC,PDX,630,2,2,2,2,2,2,2,14,"1,064",76.0,"670,320"
AS,SLC,SAN,626,3,3,3,3,3,3,3,21,"1,596",76.0,"999,096"
AS,SLC,SEA,689,5,3,3,5,5,3,4,28,"3,921",140.0,"2,701,569"
AS,SMF,BOI,437,1,1,1,1,1,1,1,7,532,76.0,"232,484"
AS,SMF,PDX,479,4,3,3,4,4,2,4,24,"2,194",91.4,"1,050,926"
AS,SMF,SAN,480,6,5,5,6,6,5,6,39,"3,678",94.3,"1,765,440"
AS,SMF,SEA,605,6,5,5,6,6,5,6,39,"5,200",133.3,"3,146,000"
AS,SNA,BOI,688,1,1,1,1,1,1,1,7,532,76.0,"366,016"
AS,SNA,PAE,"1,009",1,1,1,1,1,1,1,7,532,76.0,"536,788"
AS,SNA,PDX,859,5,5,5,5,5,5,5,35,"5,565",159.0,"4,780,335"
AS,SNA,SEA,978,8,6,6,8,8,6,8,50,"7,950",159.0,"7,775,100"
AS,SNA,SFO,372,8,8,8,8,8,7,7,54,"4,104",76.0,"1,526,688"
AS,SNA,STS,433,2,2,2,2,2,2,2,14,"1,064",76.0,"460,712"
AS,STL,SEA,"1,709",2,1,1,2,2,1,2,11,"1,939",176.3,"3,313,751"
AS,STS,BUR,387,2,2,2,2,2,2,2,14,"1,064",76.0,"411,768"
AS,STS,LAS,454,1,1,1,1,1,1,1,7,532,76.0,"241,528"
AS,STS,LAX,400,3,2,2,3,3,2,3,18,"1,368",76.0,"547,200"
AS,STS,PDX,489,2,2,2,2,2,2,2,14,"1,064",76.0,"520,296"
AS,STS,PSP,478,1,0,0,1,1,1,1,5,380,76.0,"181,640"
AS,STS,SAN,508,3,3,3,3,3,3,3,21,"1,596",76.0,"810,768"
AS,STS,SEA,618,2,2,2,2,2,2,2,14,"1,645",117.5,"1,016,610"
AS,STS,SNA,433,2,2,2,2,2,2,2,14,"1,064",76.0,"460,712"
AS,SUN,SEA,474,0,0,0,1,0,0,1,2,152,76.0,"72,048"
AS,TPA,SAN,"2,087",1,1,1,1,1,1,1,7,"1,246",178.0,"2,600,402"
AS,TPA,SEA,"2,520",1,1,1,1,1,1,1,7,"1,227",175.3,"3,092,040"
AS,TUS,PDX,"1,119",2,1,1,2,2,1,2,11,"1,244",113.1,"1,392,036"
AS,TUS,SEA,"1,216",2,2,2,2,2,2,2,14,"2,492",178.0,"3,030,272"
AS,WRG,KTN,83,1,1,1,1,1,1,1,7,868,124.0,"72,044"
AS,WRG,PSG,31,1,1,1,1,1,1,1,7,868,124.0,"26,908"
AS,YAK,CDV,213,1,1,1,1,1,1,1,7,868,124.0,"184,884"
AS,YAK,JNU,199,1,1,1,1,1,1,1,7,903,129.0,"179,697"
AS,YKM,SEA,103,2,2,2,2,2,2,2,14,"1,064",76.0,"109,592"
AT,IAD,CMN,"3,830",0,0,1,0,1,0,1,3,850,283.3,"3,255,500"
AT,JFK,CMN,"3,609",1,1,1,1,1,1,1,7,"2,058",294.0,"7,427,322"
AT,MIA,CMN,"4,321",0,0,1,0,1,0,1,3,822,274.0,"3,551,862"
AV,BOS,BOG,"2,599",0,1,0,1,0,1,0,3,540,180.0,"1,403,460"
AV,BOS,SAL,"2,266",1,0,1,0,1,0,1,4,720,180.0,"1,631,520"
AV,DFW,BOG,"2,438",1,0,1,0,1,0,1,4,720,180.0,"1,755,360"
AV,DFW,SAL,"1,431",1,1,1,1,1,1,1,7,"1,260",180.0,"1,803,060"
AV,FLL,BOG,"1,522",1,1,1,1,1,1,1,7,"1,260",180.0,"1,917,720"
AV,FLL,MDE,"1,404",1,1,1,1,1,1,1,7,"1,260",180.0,"1,769,040"
AV,IAD,BOG,"2,365",2,1,2,1,2,1,2,11,"1,980",180.0,"4,682,700"
AV,IAD,GUA,"1,857",0,1,1,0,1,0,1,4,720,180.0,"1,337,040"
AV,IAD,SAL,"1,894",3,4,3,4,3,4,3,24,"4,320",180.0,"8,182,080"
AV,IAH,SAL,"1,207",0,1,2,1,2,1,1,8,"1,440",180.0,"1,738,080"
AV,JFK,BOG,"2,473",3,3,3,3,3,3,3,21,"4,224",201.1,"10,445,952"
AV,JFK,GUA,"2,059",1,0,0,1,0,1,0,3,540,180.0,"1,111,860"
AV,JFK,GYE,"2,969",2,2,2,1,2,2,1,12,"2,160",180.0,"6,413,040"
AV,JFK,MDE,"2,375",1,1,1,1,1,1,1,7,"1,260",180.0,"2,992,500"
AV,JFK,SAL,"2,089",4,4,3,3,3,3,3,23,"4,140",180.0,"8,648,460"
AV,JFK,UIO,"2,820",1,1,1,1,1,1,1,7,"1,260",180.0,"3,553,200"
AV,LAX,GUA,"2,194",1,1,1,1,1,1,1,7,"1,260",180.0,"2,764,440"
AV,LAX,SAL,"2,319",3,2,3,3,3,3,3,20,"3,600",180.0,"8,348,400"
AV,MCO,BOG,"1,698",2,2,2,2,2,2,2,14,"2,520",180.0,"4,278,960"
AV,MIA,BAQ,"1,086",0,1,0,1,0,1,0,3,540,180.0,"586,440"
AV,MIA,BOG,"1,506",4,3,3,3,4,4,4,25,"4,500",180.0,"6,777,000"
AV,MIA,GYE,"1,921",1,1,1,1,1,1,1,7,"1,260",180.0,"2,420,460"
AV,MIA,MDE,"1,387",2,2,2,2,2,2,2,14,"2,520",180.0,"3,495,240"
AV,MIA,MGA,"1,014",2,2,2,2,3,2,3,16,"2,880",180.0,"2,920,320"
AV,MIA,SAL,"1,023",1,1,1,1,1,1,1,7,"1,260",180.0,"1,288,980"
AV,MIA,SJO,"1,117",1,1,1,1,1,1,1,7,"1,260",180.0,"1,407,420"
AV,ONT,SAL,"2,284",0,1,0,1,0,1,0,3,540,180.0,"1,233,360"
AV,ORD,BOG,"2,702",1,1,1,1,1,1,1,7,"1,260",180.0,"3,404,520"
AV,SFO,SAL,"2,639",2,2,2,2,2,2,3,15,"2,700",180.0,"7,125,300"
AV,SJU,BOG,"1,093",1,2,1,2,1,2,1,10,"1,800",180.0,"1,967,400"
AV,SJU,MDE,"1,056",1,1,1,1,1,1,1,7,"1,260",180.0,"1,330,560"
AV,TPA,BOG,"1,693",1,1,1,1,1,1,1,7,"1,260",180.0,"2,133,180"
AY,DFW,HEL,"5,224",1,0,1,1,1,1,1,6,"1,797",299.5,"9,387,528"
AY,JFK,HEL,"4,117",1,1,1,1,1,1,1,7,"1,950",278.6,"8,028,150"
AY,LAX,HEL,"5,614",0,1,0,0,0,0,1,2,599,299.5,"3,362,786"
AZ,BOS,FCO,"4,092",0,0,1,0,1,0,1,3,791,263.7,"3,236,772"
AZ,JFK,FCO,"4,277",2,2,2,2,2,2,2,14,"4,033",288.1,"17,249,141"
AZ,LAX,FCO,"6,354",0,0,1,0,1,1,1,4,"1,192",298.0,"7,573,968"
AZ,MIA,FCO,"5,185",1,2,1,1,1,2,1,9,"2,619",291.0,"13,579,515"
AZ,SFO,FCO,"6,264",0,0,0,1,0,1,0,2,582,291.0,"3,645,648"
B0,EWR,MXP,"4,010",1,1,0,1,1,1,1,6,"1,440",240.0,"5,774,400"
B0,EWR,ORY,"3,648",1,1,1,1,1,1,2,8,"1,920",240.0,"7,004,160"
B6,ALB,FLL,"1,204",1,1,1,1,1,1,1,7,"1,134",162.0,"1,365,336"
B6,ALB,MCO,"1,073",1,1,1,1,1,1,1,7,"1,134",162.0,"1,216,782"
B6,ATL,BOS,946,3,2,2,3,3,2,3,18,"2,674",148.6,"2,529,604"
B6,ATL,FLL,581,3,2,2,3,3,3,3,19,"3,078",162.0,"1,788,318"
B6,ATL,JFK,760,4,3,3,4,4,2,4,24,"3,360",140.0,"2,553,600"
B6,AUS,BOS,"1,698",1,1,1,1,1,1,1,7,"1,134",162.0,"1,925,532"
B6,BDL,FLL,"1,173",3,1,1,2,3,3,2,15,"2,430",162.0,"2,850,390"
B6,BDL,JFK,106,1,1,1,1,1,1,1,7,"1,134",162.0,"120,204"
B6,BDL,MCO,"1,050",3,3,3,3,3,3,3,21,"3,402",162.0,"3,572,100"
B6,BDL,PBI,"1,133",2,1,1,2,2,1,2,11,"1,782",162.0,"2,019,006"
B6,BDL,RSW,"1,180",1,1,1,1,1,1,1,7,"1,134",162.0,"1,338,120"
B6,BDL,SJU,"1,666",2,2,2,2,2,2,2,14,"2,268",162.0,"3,778,488"
B6,BDL,TPA,"1,111",1,1,1,1,1,1,1,7,"1,134",162.0,"1,259,874"
B6,BNA,BOS,943,3,3,3,2,3,2,3,19,"2,792",146.9,"2,632,856"
B6,BNA,JFK,766,2,2,1,1,2,2,2,12,"1,680",140.0,"1,286,880"
B6,BOS,AMS,"3,457",1,1,1,1,1,1,1,7,966,138.0,"3,339,462"
B6,BOS,ATL,946,3,2,2,3,3,2,3,18,"2,674",148.6,"2,529,604"
B6,BOS,AUA,"2,057",2,1,1,2,3,4,3,16,"3,045",190.3,"6,263,565"
B6,BOS,AUS,"1,698",1,1,1,1,1,1,1,7,"1,134",162.0,"1,925,532"
B6,BOS,BDA,772,1,1,0,1,0,1,0,4,560,140.0,"432,320"
B6,BOS,BGI,"2,132",0,0,0,0,0,1,0,1,159,159.0,"338,988"
B6,BOS,BNA,943,3,3,2,3,3,2,3,19,"2,792",146.9,"2,632,856"
B6,BOS,BUF,396,3,2,2,3,3,2,3,18,"2,652",147.3,"1,050,192"
B6,BOS,CDG,"3,449",1,1,1,1,1,1,1,7,966,138.0,"3,331,734"
B6,BOS,CHS,818,2,1,1,2,2,1,2,11,"1,562",142.0,"1,277,716"
B6,BOS,CLE,563,2,2,2,2,2,1,2,13,"1,820",140.0,"1,024,660"
B6,BOS,CUN,"1,735",1,1,1,1,1,1,1,7,"1,400",200.0,"2,429,000"
B6,BOS,DCA,399,8,8,8,8,8,3,8,51,"7,140",140.0,"2,848,860"
B6,BOS,DEN,"1,754",1,1,1,1,1,1,1,7,"1,112",158.9,"1,950,448"
B6,BOS,DFW,"1,562",1,1,1,1,1,1,1,7,980,140.0,"1,530,760"
B6,BOS,DTW,632,2,1,2,2,2,1,2,12,"1,680",140.0,"1,061,760"
B6,BOS,EYW,"1,373",1,0,0,1,1,1,1,5,700,140.0,"961,100"
B6,BOS,FLL,"1,237",6,5,6,6,6,6,6,41,"6,576",160.4,"8,134,512"
B6,BOS,GCM,"1,701",0,0,0,0,0,1,0,1,140,140.0,"238,140"
B6,BOS,IAH,"1,597",2,2,2,2,2,1,2,13,"1,820",140.0,"2,906,540"
B6,BOS,JAX,"1,011",2,1,1,2,2,1,2,11,"1,540",140.0,"1,556,940"
B6,BOS,JFK,187,6,6,6,6,6,6,6,42,"5,880",140.0,"1,099,560"
B6,BOS,LAS,"2,381",3,3,3,3,3,2,3,20,"3,187",159.4,"7,588,247"
B6,BOS,LAX,"2,611",4,4,3,4,4,3,4,26,"4,135",159.0,"10,796,485"
B6,BOS,LHR,"3,265",1,1,1,1,1,1,1,7,966,138.0,"3,153,990"
B6,BOS,LIR,"2,358",0,0,0,0,0,1,0,1,159,159.0,"374,922"
B6,BOS,MCO,"1,121",7,7,7,7,7,7,7,49,"8,638",176.3,"9,683,198"
B6,BOS,MSY,"1,367",2,2,2,2,2,1,2,13,"1,886",145.1,"2,578,162"
B6,BOS,NAS,"1,250",0,0,0,0,0,1,0,1,140,140.0,"175,000"
B6,BOS,ORD,867,2,2,2,2,2,1,2,13,"1,820",140.0,"1,577,940"
B6,BOS,PBI,"1,197",5,4,4,5,5,4,5,32,"5,162",161.3,"6,178,914"
B6,BOS,PHL,280,3,3,3,3,3,2,3,20,"2,800",140.0,"784,000"
B6,BOS,PHX,"2,300",1,1,1,1,1,1,1,7,"1,400",200.0,"3,220,000"
B6,BOS,PIT,496,3,3,3,3,3,3,3,21,"2,940",140.0,"1,458,240"
B6,BOS,PLS,"1,421",0,0,0,0,0,1,0,1,162,162.0,"230,202"
B6,BOS,POP,"1,556",0,0,0,0,0,1,0,1,140,140.0,"217,840"
B6,BOS,PQI,332,1,1,1,1,1,1,1,7,980,140.0,"325,360"
B6,BOS,PUJ,"1,647",1,1,1,1,1,2,1,8,"1,540",192.5,"2,536,380"
B6,BOS,RDU,612,4,3,3,4,4,2,4,24,"3,360",140.0,"2,056,320"
B6,BOS,RIC,474,3,2,2,3,3,1,3,17,"2,468",145.2,"1,169,832"
B6,BOS,RSW,"1,249",4,4,4,4,4,4,4,28,"4,610",164.6,"5,757,890"
B6,BOS,SAN,"2,588",3,3,3,3,3,2,3,20,"3,180",159.0,"8,229,840"
B6,BOS,SAV,901,2,2,2,2,2,2,2,14,"1,960",140.0,"1,765,960"
B6,BOS,SDQ,"1,651",2,2,2,2,2,2,2,14,"2,496",178.3,"4,120,896"
B6,BOS,SFO,"2,704",4,4,4,4,4,2,4,26,"4,147",159.5,"11,213,488"
B6,BOS,SJU,"1,674",3,2,2,3,3,2,3,18,"3,296",183.1,"5,517,504"
B6,BOS,SRQ,"1,220",2,1,1,2,1,1,2,10,"1,674",167.4,"2,042,280"
B6,BOS,STI,"1,577",1,1,1,1,1,1,1,7,"1,134",162.0,"1,788,318"
B6,BOS,STT,"1,693",0,0,0,0,0,2,0,2,321,160.5,"543,453"
B6,BOS,SXM,"1,739",0,0,0,0,0,2,0,2,359,179.5,"624,301"
B6,BOS,SYR,264,1,1,1,1,1,1,1,7,980,140.0,"258,720"
B6,BOS,TPA,"1,185",6,3,3,4,4,4,4,28,"4,490",160.4,"5,320,650"
B6,BOS,UVF,"2,061",0,0,0,0,0,1,0,1,159,159.0,"327,699"
B6,BQN,FLL,982,1,0,0,1,1,1,1,5,810,162.0,"795,420"
B6,BQN,JFK,"1,576",1,1,1,1,1,1,1,7,"1,134",162.0,"1,787,184"
B6,BQN,MCO,"1,129",2,2,2,2,2,2,2,14,"2,114",151.0,"2,386,706"
B6,BUF,BOS,396,3,3,2,2,3,2,3,18,"2,652",147.3,"1,050,192"
B6,BUF,FLL,"1,165",2,2,1,1,1,1,1,9,"1,496",166.2,"1,742,840"
B6,BUF,JFK,301,4,3,3,4,4,4,4,26,"3,640",140.0,"1,095,640"
B6,BUF,MCO,"1,011",2,1,1,2,2,2,2,12,"1,800",150.0,"1,819,800"
B6,CHS,BOS,818,2,1,1,2,2,1,2,11,"1,562",142.0,"1,277,716"
B6,CHS,FLL,470,1,1,1,1,1,1,1,7,"1,134",162.0,"532,980"
B6,CHS,JFK,636,2,2,2,2,2,2,2,14,"1,960",140.0,"1,246,560"
B6,CLE,BOS,563,2,2,2,2,2,1,2,13,"1,820",140.0,"1,024,660"
B6,DCA,BOS,399,8,8,8,8,8,3,8,51,"7,140",140.0,"2,848,860"
B6,DCA,FLL,899,4,4,4,4,4,3,4,27,"3,934",145.7,"3,536,666"
B6,DCA,JFK,213,2,2,2,2,2,2,2,14,"1,960",140.0,"417,480"
B6,DCA,MCO,759,3,3,3,3,3,2,3,20,"2,932",146.6,"2,225,388"
B6,DCA,PBI,857,2,2,2,2,2,2,2,14,"1,960",140.0,"1,679,720"
B6,DCA,SJU,"1,554",1,1,1,1,1,1,1,7,"1,400",200.0,"2,175,600"
B6,DEN,BOS,"1,754",1,1,1,1,1,1,1,7,"1,112",158.9,"1,950,448"
B6,DEN,JFK,"1,626",1,1,1,1,1,1,1,7,980,140.0,"1,593,480"
B6,DFW,BOS,"1,562",1,1,1,1,1,1,1,7,980,140.0,"1,530,760"
B6,DTW,BOS,632,2,1,2,2,2,1,2,12,"1,680",140.0,"1,061,760"
B6,DTW,JFK,508,2,2,2,2,2,2,2,14,"2,158",154.1,"1,096,264"
B6,EWR,AUA,"1,958",0,0,0,0,0,1,0,1,162,162.0,"317,196"
B6,EWR,CUN,"1,547",1,1,1,1,1,1,1,7,"1,210",172.9,"1,871,870"
B6,EWR,FLL,"1,065",2,2,2,2,2,2,2,14,"2,222",158.7,"2,366,430"
B6,EWR,LAX,"2,454",2,2,2,2,2,2,2,14,"2,226",159.0,"5,462,604"
B6,EWR,MCO,938,5,5,5,4,4,4,4,31,"5,280",170.3,"4,952,640"
B6,EWR,PBI,"1,024",2,2,2,2,2,2,2,14,"2,344",167.4,"2,400,256"
B6,EWR,PUJ,"1,563",1,1,1,1,1,1,1,7,"1,210",172.9,"1,891,230"
B6,EWR,RSW,"1,068",1,1,1,1,1,1,1,7,"1,210",172.9,"1,292,280"
B6,EWR,SJU,"1,608",1,1,1,1,1,1,1,7,"1,172",167.4,"1,884,576"
B6,EWR,STI,"1,477",1,1,1,1,1,1,1,7,"1,172",167.4,"1,731,044"
B6,EWR,TPA,998,1,1,1,1,1,1,1,7,"1,134",162.0,"1,131,732"
B6,EYW,BOS,"1,373",1,0,0,1,1,1,1,5,700,140.0,"961,100"
B6,FLL,ALB,"1,204",1,1,1,1,1,1,1,7,"1,134",162.0,"1,365,336"
B6,FLL,ATL,581,3,2,2,3,3,3,3,19,"3,078",162.0,"1,788,318"
B6,FLL,BDL,"1,173",3,1,1,2,3,3,2,15,"2,430",162.0,"2,850,390"
B6,FLL,BOS,"1,237",6,6,6,6,6,6,6,42,"6,738",160.4,"8,334,906"
B6,FLL,BQN,982,1,0,0,1,1,1,1,5,810,162.0,"795,420"
B6,FLL,BUF,"1,165",2,2,1,1,1,1,1,9,"1,458",162.0,"1,698,570"
B6,FLL,CHS,470,1,1,1,1,1,1,1,7,"1,134",162.0,"532,980"
B6,FLL,CUN,549,2,1,1,2,2,1,2,11,"1,698",154.4,"932,202"
B6,FLL,DCA,899,4,4,4,4,4,3,4,27,"3,934",145.7,"3,536,666"
B6,FLL,EWR,"1,065",2,3,2,2,2,2,2,15,"2,346",156.4,"2,498,490"
B6,FLL,GUA,"1,037",1,1,1,1,1,1,1,7,"1,134",162.0,"1,175,958"
B6,FLL,GYE,"1,941",1,1,1,1,1,1,1,7,"1,134",162.0,"2,201,094"
B6,FLL,HPN,"1,097",3,3,3,3,3,3,3,21,"3,318",158.0,"3,639,846"
B6,FLL,ISP,"1,092",1,1,1,1,1,1,1,7,"1,134",162.0,"1,238,328"
B6,FLL,JFK,"1,068",6,5,5,6,6,6,6,40,"7,066",176.6,"7,546,488"
B6,FLL,KIN,600,2,2,2,2,2,2,2,14,"2,268",162.0,"1,360,800"
B6,FLL,LAS,"2,174",3,3,3,3,3,3,3,21,"3,339",159.0,"7,258,986"
B6,FLL,LAX,"2,342",5,5,5,5,5,5,5,35,"5,565",159.0,"13,033,230"
B6,FLL,LGA,"1,076",4,3,3,4,4,3,4,25,"4,050",162.0,"4,357,800"
B6,FLL,MBJ,540,2,2,2,2,2,2,2,14,"2,268",162.0,"1,224,720"
B6,FLL,MDE,"1,404",1,1,1,1,1,1,1,7,"1,134",162.0,"1,592,136"
B6,FLL,MHT,"1,263",1,0,1,0,1,0,1,4,648,162.0,"818,424"
B6,FLL,MSY,673,2,2,1,2,2,2,2,13,"1,974",151.8,"1,328,502"
B6,FLL,NAS,182,3,2,2,3,3,2,3,18,"2,916",162.0,"530,712"
B6,FLL,ORH,"1,211",1,0,0,1,1,1,1,5,810,162.0,"980,910"
B6,FLL,PHL,992,2,2,2,2,2,2,2,14,"2,268",162.0,"2,249,856"
B6,FLL,PHX,"1,972",2,2,2,2,2,2,2,14,"2,226",159.0,"4,389,672"
B6,FLL,PIT,994,1,1,1,1,1,1,1,7,980,140.0,"974,120"
B6,FLL,PUJ,913,1,1,1,1,1,1,1,7,"1,134",162.0,"1,035,342"
B6,FLL,PVD,"1,188",3,1,1,2,2,2,2,13,"2,106",162.0,"2,501,928"
B6,FLL,RDU,680,2,2,2,2,2,2,2,14,"2,268",162.0,"1,542,240"
B6,FLL,RIC,805,2,2,2,2,2,2,2,14,"2,268",162.0,"1,825,740"
B6,FLL,SDQ,852,1,1,1,1,1,2,1,8,"1,296",162.0,"1,104,192"
B6,FLL,SFO,"2,583",2,2,2,2,2,2,2,14,"2,226",159.0,"5,749,758"
B6,FLL,SJO,"1,137",1,1,1,1,1,1,1,7,"1,134",162.0,"1,289,358"
B6,FLL,SJU,"1,046",6,5,5,6,6,6,6,40,"6,518",162.9,"6,817,828"
B6,HPN,FLL,"1,097",3,3,3,3,3,3,3,21,"3,402",162.0,"3,731,994"
B6,HPN,MCO,972,3,3,3,3,3,3,3,21,"3,150",150.0,"3,061,800"
B6,HPN,PBI,"1,057",5,5,5,5,5,5,5,35,"5,670",162.0,"5,993,190"
B6,HPN,RSW,"1,102",2,2,2,2,2,2,2,14,"2,268",162.0,"2,499,336"
B6,HPN,SJU,"1,624",1,1,1,1,1,1,1,7,980,140.0,"1,591,520"
B6,HPN,TPA,"1,032",1,1,1,1,1,1,1,7,"1,134",162.0,"1,170,288"
B6,IAH,BOS,"1,597",2,2,2,2,2,1,2,13,"1,820",140.0,"2,906,540"
B6,ISP,FLL,"1,092",1,1,1,1,1,1,1,7,"1,134",162.0,"1,238,328"
B6,ISP,MCO,972,1,1,1,1,1,1,1,7,"1,134",162.0,"1,102,248"
B6,ISP,PBI,"1,052",1,1,1,1,1,1,1,7,"1,210",172.9,"1,272,920"
B6,JAX,BOS,"1,011",2,1,1,2,2,1,2,11,"1,540",140.0,"1,556,940"
B6,JAX,JFK,829,3,2,2,3,3,3,3,19,"2,660",140.0,"2,205,140"
B6,JFK,ANU,"1,770",1,0,0,1,1,1,1,5,700,140.0,"1,239,000"
B6,JFK,ATL,760,4,3,3,4,4,2,4,24,"3,360",140.0,"2,553,600"
B6,JFK,AUA,"1,951",3,2,2,3,3,4,3,20,"3,694",184.7,"7,206,994"
B6,JFK,BDL,106,1,1,1,1,1,1,1,7,"1,134",162.0,"120,204"
B6,JFK,BGI,"2,086",1,1,1,1,1,1,1,7,"1,359",194.1,"2,834,874"
B6,JFK,BNA,766,2,1,1,2,2,2,2,12,"1,680",140.0,"1,286,880"
B6,JFK,BON,"1,991",0,0,0,0,0,1,0,1,162,162.0,"322,542"
B6,JFK,BOS,187,6,6,6,6,6,6,6,42,"5,880",140.0,"1,099,560"
B6,JFK,BQN,"1,576",1,1,1,1,1,1,1,7,"1,134",162.0,"1,787,184"
B6,JFK,BUF,301,4,3,3,4,4,4,4,26,"3,640",140.0,"1,095,640"
B6,JFK,BZE,"1,812",1,0,1,0,0,1,0,3,486,162.0,"880,632"
B6,JFK,CDG,"3,635",1,1,1,1,1,1,1,7,966,138.0,"3,511,410"
B6,JFK,CHS,636,2,2,2,2,2,2,2,14,"1,960",140.0,"1,246,560"
B6,JFK,CTG,"2,081",1,1,1,1,1,1,1,7,"1,134",162.0,"2,359,854"
B6,JFK,CUN,"1,555",2,2,2,2,2,2,2,14,"2,724",194.6,"4,235,820"
B6,JFK,CUR,"1,980",1,0,0,1,1,1,1,5,810,162.0,"1,603,800"
B6,JFK,DCA,213,2,2,2,2,2,2,2,14,"1,960",140.0,"417,480"
B6,JFK,DEN,"1,626",1,1,1,1,1,1,1,7,980,140.0,"1,593,480"
B6,JFK,DTW,508,2,2,2,2,2,2,2,14,"2,158",154.1,"1,096,264"
B6,JFK,FLL,"1,068",6,5,5,6,6,6,6,40,"6,990",174.8,"7,465,320"
B6,JFK,GCM,"1,537",1,0,0,1,1,1,1,5,810,162.0,"1,244,970"
B6,JFK,GEO,"2,538",2,1,1,2,2,2,2,12,"2,400",200.0,"6,091,200"
B6,JFK,GND,"2,097",1,1,1,1,1,1,1,7,"1,359",194.1,"2,849,823"
B6,JFK,GUA,"2,059",1,1,1,1,1,1,1,7,"1,400",200.0,"2,882,600"
B6,JFK,GYE,"2,969",1,1,1,1,1,1,1,7,"1,400",200.0,"4,156,600"
B6,JFK,JAX,829,3,2,2,3,3,3,3,19,"2,660",140.0,"2,205,140"
B6,JFK,KIN,"1,573",3,3,3,3,3,3,3,21,"3,630",172.9,"5,709,990"
B6,JFK,LAS,"2,248",4,4,4,4,4,3,4,27,"4,305",159.4,"9,677,640"
B6,JFK,LAX,"2,475",10,10,10,10,10,9,9,68,"10,686",157.1,"26,447,850"
B6,JFK,LHR,"3,452",2,2,2,2,2,2,2,14,"1,932",138.0,"6,669,264"
B6,JFK,LIR,"2,190",1,0,0,1,1,1,1,5,799,159.8,"1,749,810"
B6,JFK,MBJ,"1,544",3,3,3,2,2,2,2,17,"2,578",151.6,"3,980,432"
B6,JFK,MCO,944,8,7,7,7,7,7,7,50,"8,822",176.4,"8,327,968"
B6,JFK,MSY,"1,182",2,2,2,2,2,2,2,14,"1,960",140.0,"2,316,720"
B6,JFK,NAS,"1,096",2,1,1,2,2,2,2,12,"1,680",140.0,"1,841,280"
B6,JFK,ORD,740,1,1,1,1,1,1,1,7,980,140.0,"725,200"
B6,JFK,PBI,"1,028",5,4,4,5,5,4,5,32,"5,030",157.2,"5,170,840"
B6,JFK,PHX,"2,153",2,2,2,2,2,2,2,14,"2,226",159.0,"4,792,578"
B6,JFK,PIT,340,2,2,2,2,2,2,2,14,"1,960",140.0,"666,400"
B6,JFK,PLS,"1,303",1,1,1,1,1,2,1,8,"1,562",195.3,"2,035,286"
B6,JFK,POP,"1,448",1,1,1,1,1,1,1,7,"1,400",200.0,"2,027,200"
B6,JFK,POS,"2,204",1,1,1,1,1,1,1,7,"1,400",200.0,"3,085,600"
B6,JFK,PUJ,"1,554",3,3,3,3,3,2,2,19,"3,116",164.0,"4,842,264"
B6,JFK,PVD,144,1,1,1,1,1,1,1,7,"1,134",162.0,"163,296"
B6,JFK,RDU,426,3,2,2,3,3,3,3,19,"2,770",145.8,"1,180,020"
B6,JFK,ROC,264,2,1,1,2,2,2,2,12,"1,680",140.0,"443,520"
B6,JFK,RSW,"1,074",2,2,2,2,2,2,2,14,"2,114",151.0,"2,270,436"
B6,JFK,SAN,"2,446",2,2,2,2,2,2,2,14,"2,233",159.5,"5,461,918"
B6,JFK,SAP,"1,932",1,1,1,1,1,1,1,7,"1,134",162.0,"2,190,888"
B6,JFK,SAV,718,1,1,1,1,1,1,1,7,980,140.0,"703,640"
B6,JFK,SDQ,"1,549",6,5,5,6,5,5,5,37,"6,102",164.9,"9,451,998"
B6,JFK,SFO,"2,586",5,5,5,5,5,3,5,33,"5,259",159.4,"13,599,774"
B6,JFK,SJD,"2,408",1,1,1,1,1,1,1,7,"1,400",200.0,"3,371,200"
B6,JFK,SJO,"2,204",1,1,1,1,1,1,1,7,"1,134",162.0,"2,499,336"
B6,JFK,SJU,"1,597",6,5,5,6,6,5,6,39,"6,506",166.8,"10,390,082"
B6,JFK,SKB,"1,737",0,1,0,1,0,0,1,3,486,162.0,"844,182"
B6,JFK,SLC,"1,989",1,1,1,1,1,1,1,7,980,140.0,"1,949,220"
