Mkt Al,Orig,Dest,Miles,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Ops/Week,Seats,Seats/ Dep,ASMs
F9,DEN,IAH,861,2,2,2,2,2,2,2,14,"2,976",212.6,"2,562,336"
F9,DEN,IND,977,1,0,0,1,1,1,1,5,"1,038",207.6,"1,014,126"
F9,DEN,JFK,"1,626",1,0,1,0,1,0,0,3,720,240.0,"1,170,720"
F9,DEN,LAS,629,5,4,4,5,5,4,5,32,"7,060",220.6,"4,440,740"
F9,DEN,LAX,862,3,2,2,2,3,2,2,16,"3,246",202.9,"2,798,052"
F9,DEN,LGA,"1,619",0,1,0,1,0,0,1,3,720,240.0,"1,165,680"
F9,DEN,LIT,770,0,0,0,1,0,0,1,2,372,186.0,"286,440"
F9,DEN,MCI,532,1,1,1,1,1,1,1,7,"1,356",193.7,"721,392"
F9,DEN,MCO,"1,545",2,1,1,2,2,2,2,12,"2,448",204.0,"3,782,160"
F9,DEN,MDW,895,1,0,0,1,1,0,1,4,744,186.0,"665,880"
F9,DEN,MEM,872,1,0,0,1,0,0,1,3,552,184.0,"481,344"
F9,DEN,MIA,"1,709",1,0,0,1,1,1,1,5,"1,200",240.0,"2,050,800"
F9,DEN,MKE,895,1,0,0,0,1,0,0,2,372,186.0,"332,940"
F9,DEN,MSN,826,1,0,0,1,1,0,1,4,744,186.0,"614,544"
F9,DEN,MSP,680,2,1,1,2,2,2,2,12,"2,340",195.0,"1,591,200"
F9,DEN,MSY,"1,062",1,0,0,1,1,0,2,5,984,196.8,"1,045,008"
F9,DEN,OKC,495,1,1,1,1,1,0,1,6,"1,110",185.0,"549,450"
F9,DEN,OMA,472,1,0,0,1,1,0,1,4,852,213.0,"402,144"
F9,DEN,ONT,819,2,1,1,2,2,2,2,12,"2,860",238.3,"2,342,340"
F9,DEN,ORD,888,1,1,1,1,1,1,1,7,"1,680",240.0,"1,491,840"
F9,DEN,PAE,"1,037",1,0,0,0,0,0,0,1,240,240.0,"248,880"
F9,DEN,PDX,992,1,1,0,1,1,1,1,6,"1,440",240.0,"1,428,480"
F9,DEN,PHL,"1,557",0,0,1,1,1,0,1,4,798,199.5,"1,242,486"
F9,DEN,PHX,602,5,4,4,5,5,3,5,31,"6,894",222.4,"4,150,188"
F9,DEN,PIT,"1,290",1,0,0,0,1,0,0,2,460,230.0,"593,400"
F9,DEN,PNS,"1,179",1,0,0,0,1,1,1,4,960,240.0,"1,131,840"
F9,DEN,PSP,776,1,0,0,0,1,0,0,2,372,186.0,"288,672"
F9,DEN,RDU,"1,436",1,0,0,1,1,0,1,4,744,186.0,"1,068,384"
F9,DEN,RIC,"1,482",0,0,0,1,0,0,1,2,480,240.0,"711,360"
F9,DEN,RNO,804,1,0,0,0,1,0,0,2,372,186.0,"299,088"
F9,DEN,SAN,853,2,2,2,2,2,2,2,14,"2,766",197.6,"2,359,398"
F9,DEN,SAT,794,1,0,0,1,1,1,1,5,"1,116",223.2,"886,104"
F9,DEN,SEA,"1,024",1,1,1,1,1,1,1,7,"1,346",192.3,"1,378,304"
F9,DEN,SFO,967,2,1,1,2,2,1,2,11,"2,046",186.0,"1,978,482"
F9,DEN,SJC,948,1,0,0,0,1,0,0,2,480,240.0,"455,040"
F9,DEN,SLC,391,3,2,2,3,3,2,3,18,"3,774",209.7,"1,475,634"
F9,DEN,SMF,910,1,0,0,1,1,0,1,4,798,199.5,"726,180"
F9,DEN,SNA,846,1,1,1,1,1,1,1,7,"1,296",185.1,"1,096,416"
F9,DEN,STL,770,1,1,1,1,1,1,1,7,"1,680",240.0,"1,293,600"
F9,DEN,TPA,"1,506",1,1,2,2,1,1,2,10,"2,178",217.8,"3,280,068"
F9,DEN,TUL,541,0,0,0,1,0,0,1,2,372,186.0,"201,252"
F9,DEN,TUS,639,0,0,0,1,0,0,1,2,372,186.0,"237,708"
F9,DEN,TYS,"1,162",0,0,0,1,0,0,1,2,426,213.0,"495,012"
F9,DEN,XNA,616,1,0,0,1,1,0,1,4,744,186.0,"458,304"
F9,DFW,ATL,732,2,1,2,3,2,2,3,15,"3,520",234.7,"2,576,640"
F9,DFW,BNA,631,1,0,0,0,1,0,0,2,416,208.0,"262,496"
F9,DFW,BWI,"1,217",1,0,0,1,1,1,1,5,"1,106",221.2,"1,346,002"
F9,DFW,CHS,987,0,0,0,1,0,0,1,2,372,186.0,"367,164"
F9,DFW,CLE,"1,021",1,0,0,0,1,0,0,2,460,230.0,"469,660"
F9,DFW,CLT,937,1,0,0,1,1,0,1,4,876,219.0,"820,812"
F9,DFW,CUN,"1,029",0,0,0,0,0,1,0,1,230,230.0,"236,670"
F9,DFW,CVG,812,1,0,0,1,1,0,1,4,832,208.0,"675,584"
F9,DFW,DEN,641,4,3,3,4,4,2,3,23,"5,038",219.0,"3,229,358"
F9,DFW,DTW,987,1,0,0,1,1,0,1,4,920,230.0,"908,040"
F9,DFW,ELP,551,1,0,1,0,1,0,0,3,690,230.0,"380,190"
F9,DFW,IND,762,1,0,0,0,1,0,0,2,460,230.0,"350,520"
F9,DFW,JAX,919,1,0,0,0,1,0,1,3,646,215.3,"593,674"
F9,DFW,JFK,"1,391",1,1,1,1,1,1,1,7,"1,610",230.0,"2,239,510"
F9,DFW,LAS,"1,055",2,1,2,2,3,2,2,14,"2,648",189.1,"2,793,640"
F9,DFW,LAX,"1,235",1,2,1,2,1,1,2,10,"2,300",230.0,"2,840,500"
F9,DFW,LGA,"1,389",1,1,1,1,1,1,1,7,"1,610",230.0,"2,236,290"
F9,DFW,MCO,984,2,1,2,3,2,1,3,14,"3,118",222.7,"3,068,112"
F9,DFW,MDW,797,1,0,0,1,1,0,1,4,744,186.0,"592,968"
F9,DFW,MIA,"1,121",1,0,1,1,1,0,1,5,"1,150",230.0,"1,289,150"
F9,DFW,MSP,852,1,0,0,1,1,0,1,4,920,230.0,"783,840"
F9,DFW,ONT,"1,189",1,0,0,2,1,0,2,6,"1,380",230.0,"1,640,820"
F9,DFW,ORD,802,2,1,1,2,2,1,2,11,"2,482",225.6,"1,990,564"
F9,DFW,ORF,"1,213",0,0,0,1,0,0,0,1,186,186.0,"225,618"
F9,DFW,PHL,"1,302",1,1,0,1,1,1,1,6,"1,440",240.0,"1,874,880"
F9,DFW,PHX,868,2,1,1,2,2,1,2,11,"2,442",222.0,"2,119,656"
F9,DFW,RDU,"1,062",1,0,0,1,1,1,1,5,"1,150",230.0,"1,221,300"
F9,DFW,SAN,"1,171",1,0,0,1,1,0,1,4,832,208.0,"974,272"
F9,DFW,SFO,"1,464",1,0,0,1,1,0,1,4,920,230.0,"1,346,880"
F9,DFW,SLC,988,0,0,0,1,0,0,1,2,416,208.0,"411,008"
F9,DFW,STL,550,0,0,0,1,0,0,1,2,460,230.0,"253,000"
F9,DFW,TPA,929,1,0,0,0,1,0,0,2,372,186.0,"345,588"
F9,DFW,TUS,813,0,0,0,1,0,0,1,2,460,230.0,"373,980"
F9,DSM,DEN,589,1,0,0,1,1,0,1,4,738,184.5,"434,682"
F9,DTW,ATL,594,1,1,1,1,1,1,1,7,"1,660",237.1,"986,040"
F9,DTW,BWI,408,0,0,0,1,0,0,1,2,460,230.0,"187,680"
F9,DTW,DEN,"1,123",1,0,0,1,1,0,1,4,852,213.0,"956,796"
F9,DTW,DFW,987,1,0,0,1,1,0,1,4,920,230.0,"908,040"
F9,DTW,MCO,957,1,0,0,1,1,1,1,5,"1,146",229.2,"1,096,722"
F9,DTW,PHX,"1,671",1,0,0,1,1,0,1,4,744,186.0,"1,243,224"
F9,DTW,RDU,501,1,0,0,1,1,0,1,4,852,213.0,"426,852"
F9,ELP,DEN,563,1,1,1,1,1,1,1,7,"1,302",186.0,"733,026"
F9,ELP,DFW,551,1,0,1,0,1,0,0,3,690,230.0,"380,190"
F9,ELP,LAS,584,1,0,1,1,1,0,1,5,930,186.0,"543,120"
F9,EWR,ATL,745,2,2,2,2,2,2,2,14,"3,276",234.0,"2,440,620"
F9,EWR,MDW,711,0,1,0,1,0,0,1,3,558,186.0,"396,738"
F9,EWR,SJU,"1,608",1,0,1,0,1,1,0,4,744,186.0,"1,196,352"
F9,FAR,DEN,627,1,0,0,0,1,0,1,3,558,186.0,"349,866"
F9,FLL,ATL,581,2,1,1,2,3,2,2,13,"3,080",236.9,"1,789,480"
F9,FLL,CLE,"1,061",1,0,0,0,1,1,1,4,744,186.0,"789,384"
F9,FLL,CVG,931,1,0,0,1,1,1,1,5,930,186.0,"865,830"
F9,FLL,PHL,992,1,0,0,1,1,1,1,5,"1,146",229.2,"1,136,832"
F9,FSD,DEN,483,1,0,0,1,1,0,1,4,744,186.0,"359,352"
F9,GEG,DEN,836,0,0,0,1,0,0,1,2,480,240.0,"401,280"
F9,GRR,ATL,640,0,0,0,1,0,0,1,2,480,240.0,"307,200"
F9,GRR,DEN,"1,014",0,0,0,1,0,0,1,2,480,240.0,"486,720"
F9,GRR,MCO,"1,023",1,0,0,1,1,0,1,4,852,213.0,"871,596"
F9,IAD,ATL,533,2,1,1,2,2,1,2,11,"2,566",233.3,"1,367,678"
F9,IAD,MCO,758,1,0,0,1,1,1,1,5,984,196.8,"745,872"
F9,IAD,MIA,921,1,0,0,1,1,0,1,4,788,197.0,"725,748"
F9,IAD,SJU,"1,571",0,0,0,1,0,0,1,2,372,186.0,"584,412"
F9,IAD,TPA,810,0,0,0,1,0,0,1,2,372,186.0,"301,320"
F9,IAH,ATL,689,2,1,1,2,2,2,2,12,"2,732",227.7,"1,882,348"
F9,IAH,CLT,913,1,0,0,1,1,0,1,4,798,199.5,"728,574"
F9,IAH,CVG,871,0,0,0,1,0,0,1,2,372,186.0,"324,012"
F9,IAH,DEN,861,2,2,2,2,2,2,2,14,"2,976",212.6,"2,562,336"
F9,IAH,LAS,"1,222",1,0,0,1,1,0,1,4,906,226.5,"1,107,132"
F9,IAH,LAX,"1,379",1,0,0,1,1,1,1,5,930,186.0,"1,282,470"
F9,IAH,MCO,853,1,1,1,1,1,2,1,8,"1,866",233.3,"1,591,698"
F9,IAH,MDW,917,1,0,0,1,1,1,1,5,930,186.0,"852,810"
F9,IAH,MIA,964,1,0,0,0,1,1,0,3,720,240.0,"694,080"
F9,IAH,ONT,"1,334",1,0,0,1,1,0,1,4,906,226.5,"1,208,604"
F9,IAH,ORD,925,1,1,0,1,1,0,1,5,"1,200",240.0,"1,110,000"
F9,IAH,PHX,"1,009",1,0,0,1,1,1,1,5,930,186.0,"938,370"
F9,IAH,RDU,"1,043",1,0,0,1,1,0,1,4,960,240.0,"1,001,280"
F9,IAH,TPA,787,1,0,0,1,0,0,1,3,558,186.0,"439,146"
F9,IND,ATL,432,1,0,0,0,1,0,0,2,426,213.0,"184,032"
F9,IND,DEN,977,1,0,0,1,1,1,1,5,"1,038",207.6,"1,014,126"
F9,IND,DFW,762,1,0,0,0,1,0,0,2,460,230.0,"350,520"
F9,IND,MCO,828,1,0,0,1,1,1,1,5,"1,146",229.2,"948,888"
F9,IND,RDU,489,0,0,0,1,0,0,1,2,480,240.0,"234,720"
F9,ISP,MCO,972,2,1,1,1,1,1,1,8,"1,596",199.5,"1,551,312"
F9,ISP,MYR,586,1,0,1,0,1,1,0,4,744,186.0,"435,984"
F9,ISP,TPA,"1,034",1,1,0,1,1,1,1,6,"1,116",186.0,"1,153,944"
F9,JAX,ATL,270,0,0,0,1,1,0,1,3,720,240.0,"194,400"
F9,JAX,DFW,919,1,0,0,0,1,0,1,3,646,215.3,"593,674"
F9,JAX,PHL,742,1,1,0,1,1,1,1,6,"1,224",204.0,"908,208"
F9,JFK,ATL,760,2,2,2,2,2,2,2,14,"3,134",223.9,"2,381,840"
F9,JFK,DEN,"1,626",1,0,1,0,1,0,0,3,720,240.0,"1,170,720"
F9,JFK,DFW,"1,391",1,1,1,1,1,1,1,7,"1,610",230.0,"2,239,510"
F9,JFK,LAS,"2,248",1,1,1,1,1,1,1,7,"1,680",240.0,"3,776,640"
F9,JFK,LAX,"2,475",1,1,1,1,1,1,1,7,"1,680",240.0,"4,158,000"
F9,JFK,MCO,944,1,1,1,1,1,1,1,7,"1,680",240.0,"1,585,920"
F9,JFK,MIA,"1,090",1,1,1,1,1,1,1,7,"1,610",230.0,"1,754,900"
F9,JFK,ORD,740,1,1,1,1,1,1,1,7,"1,670",238.6,"1,235,800"
F9,JFK,SJU,"1,597",1,1,1,1,1,1,1,7,"1,302",186.0,"2,079,294"
F9,JFK,TPA,"1,005",0,1,0,1,0,1,1,4,744,186.0,"747,720"
F9,LAS,ATL,"1,747",1,0,0,2,1,0,2,6,"1,440",240.0,"2,515,680"
F9,LAS,AUS,"1,090",1,0,0,1,1,1,1,5,930,186.0,"1,013,700"
F9,LAS,CLE,"1,825",1,1,2,2,2,2,2,12,"2,232",186.0,"4,073,400"
F9,LAS,CVG,"1,679",0,0,1,1,1,0,1,4,744,186.0,"1,249,176"
F9,LAS,DEN,629,5,4,4,5,5,4,5,32,"7,006",218.9,"4,406,774"
F9,LAS,DFW,"1,055",2,1,1,3,3,2,2,14,"2,692",192.3,"2,840,060"
F9,LAS,ELP,584,1,0,1,1,1,0,1,5,930,186.0,"543,120"
F9,LAS,IAH,"1,222",1,0,0,1,1,0,1,4,906,226.5,"1,107,132"
F9,LAS,JFK,"2,248",1,1,1,1,1,1,1,7,"1,680",240.0,"3,776,640"
F9,LAS,LAX,236,2,1,1,2,2,1,2,11,"2,424",220.4,"572,064"
F9,LAS,MCO,"2,039",1,1,1,1,1,1,1,7,"1,302",186.0,"2,654,778"
F9,LAS,OKC,987,0,0,0,0,1,0,1,2,372,186.0,"367,164"
F9,LAS,ONT,197,3,1,1,3,3,2,3,16,"3,138",196.1,"618,186"
F9,LAS,ORD,"1,515",1,0,0,0,1,0,1,3,558,186.0,"845,370"
F9,LAS,PAE,894,0,0,0,1,0,0,1,2,426,213.0,"380,844"
F9,LAS,PDX,762,1,0,0,0,1,0,1,3,558,186.0,"425,196"
F9,LAS,PHX,256,3,2,2,3,3,3,3,19,"3,534",186.0,"904,704"
F9,LAS,RNO,345,1,0,0,1,1,1,1,5,930,186.0,"320,850"
F9,LAS,SAN,258,1,0,0,1,2,0,2,6,"1,116",186.0,"287,928"
F9,LAS,SAT,"1,069",1,0,0,2,1,1,2,7,"1,302",186.0,"1,391,838"
F9,LAS,SEA,866,1,0,0,1,1,1,1,5,930,186.0,"805,380"
F9,LAS,SFO,414,3,1,1,3,3,2,3,16,"2,976",186.0,"1,232,064"
F9,LAS,SJC,386,1,0,0,0,1,0,0,2,372,186.0,"143,592"
F9,LAS,SLC,368,2,1,1,2,2,2,2,12,"2,448",204.0,"900,864"
F9,LAS,SMF,397,0,0,0,1,0,0,1,2,372,186.0,"147,684"
F9,LAS,SNA,226,1,0,0,1,1,0,1,4,744,186.0,"168,144"
F9,LAS,STL,"1,372",2,0,0,1,2,1,1,7,"1,302",186.0,"1,786,344"
F9,LAS,TUS,365,1,0,0,0,1,0,1,3,558,186.0,"203,670"
F9,LAX,ATL,"1,946",1,1,1,1,1,1,1,7,"1,670",238.6,"3,249,820"
F9,LAX,DEN,862,3,2,2,2,3,2,2,16,"3,246",202.9,"2,798,052"
F9,LAX,DFW,"1,235",1,2,1,2,1,1,2,10,"2,300",230.0,"2,840,500"
F9,LAX,IAH,"1,379",1,0,0,1,1,1,1,5,930,186.0,"1,282,470"
F9,LAX,JFK,"2,475",1,1,1,1,1,1,1,7,"1,680",240.0,"4,158,000"
F9,LAX,LAS,236,2,1,1,2,2,1,2,11,"2,424",220.4,"572,064"
F9,LAX,ORD,"1,745",1,0,0,1,1,1,1,5,"1,200",240.0,"2,094,000"
F9,LAX,PDX,834,1,0,0,1,1,1,1,5,"1,200",240.0,"1,000,800"
F9,LAX,PHX,370,2,1,1,2,2,2,2,12,"2,232",186.0,"825,840"
F9,LAX,SEA,954,1,0,0,1,1,1,1,5,930,186.0,"887,220"
F9,LAX,SFO,337,2,1,1,2,2,1,2,11,"2,046",186.0,"689,502"
F9,LAX,SLC,590,2,0,0,2,2,1,2,9,"2,160",240.0,"1,274,400"
F9,LAX,SMF,373,1,0,0,1,1,1,1,5,930,186.0,"346,890"
F9,LGA,ATL,761,3,2,3,2,3,2,2,17,"3,922",230.7,"2,984,642"
F9,LGA,CLE,418,0,1,0,1,0,0,1,3,558,186.0,"233,244"
F9,LGA,CLT,543,1,1,1,1,1,1,1,7,"1,434",204.9,"778,662"
F9,LGA,CVG,585,1,0,1,0,1,0,0,3,558,186.0,"326,430"
F9,LGA,DEN,"1,619",0,1,0,1,0,0,1,3,720,240.0,"1,165,680"
F9,LGA,DFW,"1,389",1,1,1,1,1,1,1,7,"1,610",230.0,"2,236,290"
F9,LGA,MCO,950,1,0,1,0,1,2,0,5,"1,028",205.6,"976,600"
F9,LGA,RDU,431,0,1,0,1,0,0,1,3,720,240.0,"310,320"
F9,LIT,DEN,770,0,0,0,1,0,0,1,2,372,186.0,"286,440"
F9,MCI,ATL,693,1,0,0,1,1,0,1,4,906,226.5,"627,858"
F9,MCI,DEN,532,1,1,1,1,1,1,1,7,"1,356",193.7,"721,392"
F9,MCI,PHX,"1,043",0,0,0,1,0,0,1,2,372,186.0,"387,996"
F9,MCO,ATL,403,4,2,2,4,4,3,4,23,"5,348",232.5,"2,155,244"
F9,MCO,AUS,993,1,0,0,1,1,0,1,4,852,213.0,"846,036"
F9,MCO,BDL,"1,050",1,0,0,0,1,0,1,3,558,186.0,"585,900"
F9,MCO,BNA,616,1,0,0,0,1,0,1,3,612,204.0,"376,992"
F9,MCO,BOS,"1,121",1,0,0,0,1,1,0,3,656,218.7,"735,376"
F9,MCO,BQN,"1,129",0,0,1,1,1,2,1,6,"1,386",231.0,"1,564,794"
F9,MCO,BTV,"1,195",0,0,0,0,0,1,0,1,240,240.0,"286,800"
F9,MCO,BUF,"1,011",1,0,0,0,1,1,1,4,798,199.5,"806,778"
F9,MCO,BWI,787,1,1,0,2,2,1,2,9,"1,944",216.0,"1,529,928"
F9,MCO,CLE,895,4,3,2,3,3,2,3,20,"4,230",211.5,"3,785,850"
F9,MCO,CLT,468,2,2,1,2,2,2,3,14,"3,104",221.7,"1,452,672"
F9,MCO,CMH,802,0,0,0,1,0,1,1,3,612,204.0,"490,824"
F9,MCO,CVG,756,3,1,1,2,3,2,2,14,"2,604",186.0,"1,968,624"
F9,MCO,DEN,"1,545",2,1,1,2,2,2,2,12,"2,448",204.0,"3,782,160"
F9,MCO,DFW,984,2,1,2,3,2,1,3,14,"3,118",222.7,"3,068,112"
F9,MCO,DTW,957,1,0,0,1,1,1,1,5,"1,092",218.4,"1,045,044"
F9,MCO,GRR,"1,023",1,0,0,1,1,0,1,4,852,213.0,"871,596"
F9,MCO,IAD,758,1,0,0,1,1,1,1,5,984,196.8,"745,872"
F9,MCO,IAH,853,1,1,1,1,1,2,1,8,"1,812",226.5,"1,545,636"
F9,MCO,IND,828,1,0,0,1,1,1,1,5,"1,200",240.0,"993,600"
F9,MCO,ISP,972,2,1,1,1,1,1,1,8,"1,596",199.5,"1,551,312"
F9,MCO,JFK,944,1,1,1,1,1,1,1,7,"1,680",240.0,"1,585,920"
F9,MCO,LAS,"2,039",1,1,1,1,1,1,1,7,"1,302",186.0,"2,654,778"
F9,MCO,LGA,950,1,0,1,0,1,2,0,5,"1,116",223.2,"1,060,200"
F9,MCO,MDT,851,1,0,0,0,1,0,0,2,372,186.0,"316,572"
F9,MCO,MDW,989,1,0,0,1,1,1,1,5,930,186.0,"919,770"
F9,MCO,MSY,550,1,0,0,0,1,0,1,3,666,222.0,"366,300"
F9,MCO,ORD,"1,005",1,1,0,1,1,1,1,6,"1,440",240.0,"1,447,200"
F9,MCO,ORF,655,0,0,0,1,0,0,1,2,372,186.0,"243,660"
F9,MCO,PHL,861,5,3,2,4,5,2,5,26,"5,694",219.0,"4,902,534"
F9,MCO,PIT,834,0,0,0,0,1,0,1,2,426,213.0,"355,284"
F9,MCO,PSE,"1,180",1,0,0,0,1,1,0,3,558,186.0,"658,440"
F9,MCO,RDU,534,2,1,1,2,3,2,3,14,"3,060",218.6,"1,634,040"
F9,MCO,SAT,"1,040",0,0,0,0,0,1,0,1,240,240.0,"249,600"
F9,MCO,SJU,"1,189",3,1,2,3,3,2,3,17,"3,594",211.4,"4,273,266"
F9,MCO,STL,881,2,0,0,1,2,1,1,7,"1,518",216.9,"1,337,358"
F9,MCO,SYR,"1,053",0,0,0,1,0,0,1,2,426,213.0,"448,578"
F9,MCO,TTN,897,2,0,0,2,1,1,2,8,"1,488",186.0,"1,334,736"
F9,MDT,MCO,851,1,0,0,0,1,0,0,2,372,186.0,"316,572"
F9,MDW,ATL,590,2,1,1,2,2,2,2,12,"2,232",186.0,"1,316,880"
F9,MDW,BWI,611,1,0,0,1,1,0,1,4,744,186.0,"454,584"
F9,MDW,DEN,895,1,0,0,1,1,0,1,4,744,186.0,"665,880"
F9,MDW,DFW,797,1,0,0,1,1,0,1,4,744,186.0,"592,968"
F9,MDW,EWR,711,0,1,0,1,0,0,1,3,558,186.0,"396,738"
F9,MDW,IAH,917,1,0,0,1,1,1,1,5,930,186.0,"852,810"
F9,MDW,MCO,989,1,0,0,1,1,1,1,5,930,186.0,"919,770"
F9,MDW,MIA,"1,182",0,0,0,0,0,1,0,1,186,186.0,"219,852"
F9,MDW,PHL,668,1,0,0,1,1,0,1,4,744,186.0,"496,992"
F9,MDW,PHX,"1,444",1,0,0,1,0,1,1,4,744,186.0,"1,074,336"
F9,MDW,TPA,997,1,0,0,0,1,0,1,3,558,186.0,"556,326"
F9,MEM,DEN,872,1,0,0,1,0,0,1,3,552,184.0,"481,344"
F9,MIA,ATL,595,2,2,1,2,2,2,2,13,"2,634",202.6,"1,567,230"
F9,MIA,AUS,"1,104",0,0,0,1,0,0,1,2,480,240.0,"529,920"
F9,MIA,BDL,"1,194",1,0,0,1,1,0,1,4,960,240.0,"1,146,240"
F9,MIA,BWI,946,0,0,0,1,0,1,1,3,602,200.7,"569,492"
F9,MIA,CLE,"1,080",1,0,0,1,1,0,1,4,744,186.0,"803,520"
F9,MIA,CLT,651,1,0,0,1,1,0,1,4,744,186.0,"484,344"
F9,MIA,DEN,"1,709",1,0,0,1,1,1,1,5,"1,200",240.0,"2,050,800"
F9,MIA,DFW,"1,121",1,0,0,1,1,0,1,4,920,230.0,"1,031,320"
F9,MIA,GUA,"1,017",0,0,0,0,0,1,0,1,186,186.0,"189,162"
F9,MIA,IAD,921,1,0,0,1,1,0,1,4,788,197.0,"725,748"
F9,MIA,IAH,964,1,0,0,0,1,1,0,3,720,240.0,"694,080"
F9,MIA,JFK,"1,090",1,1,1,1,1,1,1,7,"1,610",230.0,"1,754,900"
F9,MIA,MDW,"1,182",0,0,0,0,0,1,0,1,186,186.0,"219,852"
F9,MIA,PHL,"1,013",2,0,0,1,1,0,1,5,"1,200",240.0,"1,215,600"
F9,MIA,RDU,700,1,0,0,0,1,0,1,3,558,186.0,"390,600"
F9,MIA,SJU,"1,045",1,0,0,1,2,0,2,6,"1,116",186.0,"1,166,220"
F9,MKE,DEN,895,1,0,0,0,1,0,0,2,372,186.0,"332,940"
F9,MSN,DEN,826,1,0,0,1,1,0,1,4,744,186.0,"614,544"
F9,MSP,ATL,906,1,0,0,0,1,0,0,2,470,235.0,"425,820"
F9,MSP,DEN,680,2,1,1,2,2,2,2,12,"2,286",190.5,"1,554,480"
F9,MSP,DFW,852,1,0,0,1,1,0,1,4,920,230.0,"783,840"
F9,MSY,ATL,425,1,0,0,1,1,0,1,4,940,235.0,"399,500"
F9,MSY,DEN,"1,062",1,0,0,1,1,0,2,5,984,196.8,"1,045,008"
F9,MSY,MCO,550,1,0,0,0,1,0,1,3,666,222.0,"366,300"
F9,MSY,PHL,"1,088",1,0,0,1,1,0,1,4,960,240.0,"1,044,480"
F9,MYR,ISP,586,1,0,1,0,1,1,0,4,744,186.0,"435,984"
F9,MYR,PHL,473,0,0,0,1,0,0,1,2,480,240.0,"227,040"
F9,OKC,ATL,761,1,0,0,1,0,0,1,3,656,218.7,"499,216"
F9,OKC,DEN,495,1,1,1,1,1,0,1,6,"1,110",185.0,"549,450"
F9,OKC,LAS,987,0,0,0,0,1,0,1,2,372,186.0,"367,164"
F9,OMA,ATL,821,1,0,0,0,1,0,0,2,480,240.0,"394,080"
F9,OMA,DEN,472,1,0,0,1,1,0,1,4,852,213.0,"402,144"
F9,ONT,DEN,819,2,1,1,2,2,2,2,12,"2,860",238.3,"2,342,340"
F9,ONT,DFW,"1,189",1,0,0,2,1,0,2,6,"1,380",230.0,"1,640,820"
F9,ONT,IAH,"1,334",1,0,0,1,1,0,1,4,906,226.5,"1,208,604"
F9,ONT,LAS,197,3,1,1,3,3,2,3,16,"3,138",196.1,"618,186"
F9,ONT,PDX,838,1,0,0,0,1,0,1,3,720,240.0,"603,360"
F9,ONT,SEA,956,1,0,0,0,1,0,1,3,558,186.0,"533,448"
F9,ONT,SFO,363,1,0,0,1,1,0,1,4,744,186.0,"270,072"
F9,ORD,ATL,606,3,1,1,2,3,2,2,14,"3,330",237.9,"2,017,980"
F9,ORD,AUS,978,1,0,0,0,1,0,0,2,480,240.0,"469,440"
F9,ORD,BNA,409,1,0,0,1,0,0,1,3,700,233.3,"286,300"
F9,ORD,BWI,621,1,0,0,1,1,0,1,4,950,237.5,"589,950"
F9,ORD,CLT,599,1,0,0,1,1,1,1,5,"1,200",240.0,"718,800"
F9,ORD,CUN,"1,444",0,1,0,1,0,1,1,4,920,230.0,"1,328,480"
F9,ORD,DEN,888,1,1,1,1,1,1,1,7,"1,680",240.0,"1,491,840"
F9,ORD,DFW,802,2,1,1,2,2,1,2,11,"2,482",225.6,"1,990,564"
F9,ORD,IAH,925,1,1,0,1,1,0,1,5,"1,200",240.0,"1,110,000"
F9,ORD,JFK,740,1,1,1,1,1,1,1,7,"1,670",238.6,"1,235,800"
F9,ORD,LAS,"1,515",1,0,0,0,1,0,1,3,558,186.0,"845,370"
F9,ORD,LAX,"1,745",1,0,0,1,1,1,1,5,"1,200",240.0,"2,094,000"
F9,ORD,MCO,"1,005",1,1,0,1,1,1,1,6,"1,440",240.0,"1,447,200"
F9,ORD,PHL,678,2,0,0,1,1,0,1,5,"1,038",207.6,"703,764"
F9,ORD,PHX,"1,440",1,1,0,1,1,0,1,5,"1,200",240.0,"1,728,000"
F9,ORD,RDU,647,1,0,0,1,1,0,1,4,960,240.0,"621,120"
F9,ORD,TPA,"1,012",0,0,0,1,0,0,1,2,480,240.0,"485,760"
F9,ORF,ATL,516,1,0,0,1,1,0,1,4,886,221.5,"457,176"
F9,ORF,DFW,"1,213",0,0,0,1,0,0,0,1,186,186.0,"225,618"
F9,ORF,MCO,655,0,0,0,1,0,0,1,2,372,186.0,"243,660"
F9,PAE,DEN,"1,037",1,0,0,0,0,0,0,1,240,240.0,"248,880"
F9,PAE,LAS,894,0,0,0,1,0,0,1,2,426,213.0,"380,844"
F9,PAE,PHX,"1,133",0,0,0,1,0,0,1,2,372,186.0,"421,476"
F9,PBI,ATL,545,1,0,0,0,1,0,0,2,460,230.0,"250,700"
F9,PBI,PHL,951,1,0,0,1,1,0,1,4,852,213.0,"810,252"
F9,PDX,DEN,992,1,1,0,1,1,1,1,6,"1,440",240.0,"1,428,480"
F9,PDX,LAS,762,1,0,0,0,1,0,1,3,558,186.0,"425,196"
F9,PDX,LAX,834,1,0,0,1,1,1,1,5,"1,200",240.0,"1,000,800"
F9,PDX,ONT,838,1,0,0,0,1,0,1,3,720,240.0,"603,360"
F9,PDX,PHX,"1,009",1,0,0,0,1,0,0,2,372,186.0,"375,348"
F9,PDX,SLC,630,1,0,0,0,1,0,0,2,372,186.0,"234,360"
